Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings
TRZ02398,Cc1nnc(-c2cc(C)n(-c3c(Cl)cc(Cl)cc3Cl)n2)nc1C,368.66,4.61,56.49,0,4,2,3,1
TRZ02399,Cc1nnc(-c2c(-c3cccs3)n[nH]c2C)nc1C,271.35,2.92,67.35,1,5,2,3,1
TRZ02400,Cc1nnc(-c2cc(COc3cc(Cl)cc(Cl)c3)on2)nc1C,351.19,4.03,73.93,0,6,4,3,1
TRZ02401,Cc1nnc(-c2cc(CSc3ccc(Cl)cc3)on2)nc1C,332.82,4.09,64.7,0,6,4,3,1
TRZ02402,Cc1nnc(-c2cc(COc3c(Cl)cccc3Cl)on2)nc1C,351.19,4.03,73.93,0,6,4,3,1
TRZ02403,Cc1nnc(-c2nc(COc3ccccc3Cl)no2)nc1C,317.74,2.77,86.82,0,7,4,3,1
TRZ02405,Cc1nnc(-c2csc(Cc3c(Cl)cccc3Cl)n2)nc1C,351.26,4.51,51.56,0,5,3,3,1
TRZ02406,Cc1nnc(-c2sc(COc3ccc(C(C)(C)C)cc3)nc2C)nc1C,368.51,4.8,60.79,0,6,4,3,1
TRZ02407,Cc1nnc(-c2c(-c3snnc3C)n[nH]c2C)nc1C,287.35,2.01,93.13,1,7,2,3,1
TRZ02408,Cc1nnc(-c2csc(-c3cccs3)n2)nc1C,274.37,3.34,51.56,0,6,2,3,1
TRZ02409,Cc1nnc(Cn2nnc(-c3cccs3)n2)nc1C,273.33,1.25,82.27,0,7,3,3,1
TRZ02410,Cc1nnc(Cc2csc(-c3cccs3)n2)nc1C,288.4,3.26,51.56,0,6,3,3,1
TRZ02411,Cc1nnc(-c2c(C)noc2-c2cccs2)nc1C,272.33,3.18,64.7,0,6,2,3,1
TRZ02412,Cc1nc(-c2noc(-c3nnc(C)c(C)n3)n2)cs1,274.31,1.97,90.48,0,8,2,3,1
TRZ02413,Cc1nnc(Cc2cc(Br)sc2Br)nc1C,363.08,3.67,38.67,0,4,2,2,1
TRZ02414,Cc1nnc(-c2cc(C(C)(C)C)on2)nc1C,232.29,2.44,64.7,0,5,1,2,1
TRZ02415,Cc1nnc(-c2noc(C)c2-c2csc(-c3ccccc3)n2)nc1C,349.42,4.24,77.59,0,7,3,4,1
TRZ02416,Cc1nc(-c2c(-c3nnc(C)c(C)n3)noc2C)cs1,287.35,2.88,77.59,0,7,2,3,1
TRZ02417,Cc1nnc(-c2ccc(Oc3ccc(Cl)cc3)nc2)nc1C,312.76,4.0,60.79,0,5,3,3,1
TRZ02419,Cc1nnc(C2CCC(c3ccc(Cl)cc3)CC2)nc1C,301.82,4.58,38.67,0,3,2,2,1
TRZ02420,Cc1nnc(CNC(=O)c2cccnc2Oc2ccccc2)nc1C,335.37,2.61,89.89,1,6,5,3,1
TRZ02421,Cc1cc(-c2nn(C)c(=O)c3ccccc23)cc(C)c1OCc1nnc(C)c(C)n1,401.47,3.6,82.79,0,6,4,4,1
TRZ02422,COc1ccccc1C1OC(=O)C[C@H]1c1nnc(C)c(C)n1,299.33,2.27,74.2,0,6,3,2,1
TRZ02423,Cc1cc(NC(=O)c2nnc(C)c(C)n2)no1,233.23,1.04,93.8,1,6,2,2,1
TRZ02424,Cc1nnc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)nc1C,301.31,-0.72,100.49,0,6,2,3,1
TRZ02425,Cc1nnc(-c2sccc2N(C)C)nc1C,234.33,2.28,41.91,0,5,2,2,1
TRZ02426,Cc1nnc(CSc2ncnc3c(C)csc23)nc1C,303.42,3.09,64.45,0,7,3,3,1
TRZ02427,Cc1nnc(-c2cc3c(C)nn(C)c3s2)nc1C,259.34,2.41,56.49,0,5,1,3,1
TRZ02428,COc1c(Br)csc1-c1nnc(C)c(C)n1,300.18,2.99,47.9,0,5,2,2,1
TRZ02429,Cc1nnc(-c2sccc2NC(=O)c2ccccc2Cl)nc1C,344.83,4.12,67.77,1,5,3,3,1
TRZ02430,Cc1nnc(-c2ccsc2-n2c(C)ccc2C)nc1C,284.39,3.62,43.6,0,4,2,3,1
TRZ02431,COc1cc(-c2nnc(C)c(C)n2)c(-n2c(C)ccc2C)cc1OC,338.41,3.58,62.06,0,5,4,3,1
TRZ02432,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)c3ccc(C)cc3n2)cc1OC,386.46,4.7,70.02,0,6,4,4,1
TRZ02433,Cc1nnc(-c2c(-c3ccccc3)c(-c3ccccc3)nn3nnnc23)nc1C,380.42,3.32,94.64,0,7,3,5,1
TRZ02435,Cc1nnc(CSCCS(=O)(=O)c2ccccc2)nc1C,323.44,2.2,72.81,0,6,6,2,1
TRZ02436,CSc1sc(-c2nnc(C)c(C)n2)cc1C#N,262.36,2.81,62.46,0,6,2,2,1
TRZ02437,Cc1nnc(CSc2c(C)[nH]c3ccccc23)nc1C,284.39,3.57,54.46,1,4,3,3,1
TRZ02438,Cc1nnc(-c2cncc(C#Cc3ccccc3)c2)nc1C,286.34,2.95,51.56,0,4,1,3,1
TRZ02439,Cc1nnc(-c2cncc(C#CCN(C)C)c2)nc1C,267.34,1.46,54.8,0,5,2,2,1
TRZ02440,Cc1nnc(CSCCCN2CCN(c3cccc(Cl)c3)CC2)nc1C,391.97,3.59,45.15,0,6,7,2,1
TRZ02441,Cc1nnc(C2CCN(Cc3cccnc3)CC2)nc1C,283.38,2.26,54.8,0,5,3,2,1
TRZ02442,Cc1nnc(Cn2nnc(-c3ccccc3Oc3ccc(Cl)cc3Cl)n2)nc1C,428.28,4.29,91.5,0,7,5,4,1
TRZ02443,Cc1nnc(Cc2sc3ccc(Cl)cc3c2C)nc1C,303.82,4.26,38.67,0,4,2,3,1
TRZ02444,Cc1nnc(CSCC(=O)Nc2ccc(C(C)(C)C)cc2)nc1C,344.48,3.66,67.77,1,5,5,2,1
TRZ02445,Cc1nnc(C(Oc2ccccc2)Oc2ccccc2)nc1C,307.35,3.65,57.13,0,5,5,3,1
TRZ02446,Cc1nnc(CC2(c3ccccc3)CCOC(C)(C)C2)nc1C,311.43,3.56,47.9,0,4,3,2,1
TRZ02447,Cc1nnc(C(=O)Nc2nc(-c3ccc(Br)cc3)cs2)nc1C,390.27,3.63,80.66,1,6,3,3,1
TRZ02448,Cc1nnc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1C,341.42,1.53,63.61,0,7,4,2,1
TRZ02449,COc1ccc(OC)c(CN2CCCC(c3nnc(C)c(C)n3)C2)c1,342.44,2.89,60.37,0,6,5,2,1
TRZ02450,CCCOc1ccc(-c2cn(Cc3nnc(C)c(C)n3)cn2)cc1,323.4,3.19,65.72,0,5,6,3,1
TRZ02451,Cc1nnc(C(C)Oc2ccccc2Br)nc1C,308.18,3.39,47.9,0,4,3,2,1
TRZ02452,CCC(Oc1cccc(Br)c1)c1nnc(C)c(C)n1,322.21,3.78,47.9,0,4,4,2,1
TRZ02453,Cc1nnc(C(C)Oc2cccc3cccnc23)nc1C,280.33,3.18,60.79,0,5,3,3,1
TRZ02454,Cc1nnc(C(NS(=O)(=O)c2ccc(Cl)cc2)C(C)C)nc1C,354.86,2.82,84.84,1,5,5,2,1
TRZ02455,Cc1ccc(N2CC(c3nnc(C)c(C)n3)CC2=O)cc1,282.35,2.32,58.98,0,4,2,2,1
TRZ02456,COc1cc(C(=O)NC(C)c2nnc(C)c(C)n2)cc(OC)c1OC,346.39,2.01,95.46,1,7,6,2,1
TRZ02457,Cc1ccc(N)c(C(NCc2nnc(C)c(C)n2)c2ccccc2)c1,333.44,3.26,76.72,2,5,5,3,1
TRZ02458,CC(=O)Nc1ccc(Br)cc1C(NCc1nnc(C)c(C)n1)c1ccccc1,440.35,4.09,79.8,2,5,6,3,1
TRZ02460,Cc1nnc(CNC(c2cc(Br)ccc2N)c2ccccc2Cl)nc1C,432.75,4.37,76.72,2,5,5,3,1
TRZ02461,CCCC(Oc1ccc(Br)cc1)c1nnc(C)c(C)n1,336.23,4.17,47.9,0,4,5,2,1
TRZ02462,COc1ccc(Cc2nc3ccccc3n2Cc2nnc(C)c(C)n2)cc1OC,389.46,3.49,74.95,0,6,6,4,1
TRZ02463,Cc1ccc(NC(=O)C2CCC(C)(c3nnc(C)c(C)n3)C2(C)C)cc1,352.48,4.13,67.77,1,4,3,2,1
TRZ02464,COc1ccc(C(=O)NC(c2nnc(C)c(C)n2)C23CC4CC(CC(C4)C2)C3)cc1,406.53,4.18,77.0,1,5,5,2,1
TRZ02465,Cc1nnc(C(NC(=O)c2ccc([N+](=O)[O-])cc2)C23CC4CC(CC(C4)C2)C3)nc1C,421.5,4.08,110.91,1,6,5,2,1
TRZ02466,Cc1nnc(C2(C)NC(C)(C)Cc3ccccc32)nc1C,282.39,2.68,50.7,1,4,1,2,1
TRZ02467,Cc1nnc(-c2cnc(C3CCCCC3)[nH]2)nc1C,257.34,2.93,67.35,1,4,2,2,1
TRZ02468,Cc1nnc(-c2nc(C3CCCCC3)[nH]c2C2CCCCC2)nc1C,339.49,4.97,67.35,1,4,3,2,1
TRZ02469,Cc1nnc(-c2cnc(C3CCCC3)[nH]2)nc1C,243.31,2.54,67.35,1,4,2,2,1
TRZ02470,Cc1nnc(-c2nc(C3CCCC3)[nH]c2C2CCCC2)nc1C,311.43,4.19,67.35,1,4,3,2,1
TRZ02471,Cc1nnc(-c2cnc(C(C)(C)C)[nH]2)nc1C,231.3,2.18,67.35,1,4,1,2,1
TRZ02472,Cc1nnc(-c2nc(C(C)(C)C)[nH]c2C(C)(C)C)nc1C,287.41,3.47,67.35,1,4,1,2,1
TRZ02473,Cc1nnc(-c2cnc(C(C)C)[nH]2)nc1C,217.28,2.0,67.35,1,4,2,2,1
TRZ02474,CCCCOc1ccccc1C(=O)NCc1nnc(C)c(C)n1,314.39,2.6,77.0,1,5,7,2,1
TRZ02475,Cc1nnc(C2(C)NC3(CCCCC3)Cc3ccccc32)nc1C,322.46,3.6,50.7,1,4,1,2,1
TRZ02476,CC1=Nc2ccc(Cl)cc2C(c2ccccc2)N1Cc1nnc(C)c(C)n1,377.88,4.8,54.27,0,5,3,3,1
TRZ02477,Cc1nnc(CNC(C)c2ccccc2)nc1C,242.33,2.34,50.7,1,4,4,2,1
TRZ02478,Cc1nnc(C(Cc2ccccc2)NC(=O)C=[N+]=[N-])nc1C,296.33,1.19,104.17,1,4,5,2,1
TRZ02479,Cc1nnc(CCCSc2nc3ccccc3s2)nc1C,316.46,3.82,51.56,0,6,5,3,1
TRZ02480,Cc1nnc(C(C)Oc2ccc(C#N)cc2)nc1C,254.29,2.5,71.69,0,5,3,2,1
TRZ02481,CCOc1ccc(OC(C)c2nnc(C)c(C)n2)cc1,273.34,3.03,57.13,0,5,5,2,1
TRZ02482,Cc1nnc(C2CCN(C(=O)c3ccc(C(C)(C)C)cc3)CC2)nc1C,352.48,3.81,58.98,0,4,2,2,1
TRZ02483,COc1ccc(CN2CCCC(c3nnc(C)c(C)n3)C2)cc1,312.42,2.88,51.14,0,5,4,2,1
TRZ02484,Cc1ccc(-c2nnc(-c3cc(-c4nnc(C)c(C)n4)c(C)nc3C)o2)cc1,372.43,4.19,90.48,0,7,3,4,1
TRZ02486,Cc1nnc(CCCNc2ccc(Cl)cc2)nc1C,276.77,3.19,50.7,1,4,5,2,1
TRZ02487,Cc1nnc(-c2cc3sc(Cl)cc3[nH]2)nc1C,264.74,3.35,54.46,1,4,1,3,1
TRZ02488,Cc1nnc(C(C)Oc2ccc3c(C)cc(=O)oc3c2)nc1C,311.34,3.04,78.11,0,6,3,3,1
TRZ02489,Cc1nnc(C2CCCN(S(=O)(=O)c3cccs3)C2)nc1C,338.46,2.12,76.05,0,6,3,2,1
TRZ02490,CCc1sc(-c2nnc(C)c(C)n2)cc1C,233.34,3.09,38.67,0,4,2,2,1
TRZ02491,Cc1ccccc1-n1nnnc1SCc1nnc(C)c(C)n1,313.39,2.06,82.27,0,7,4,3,1
TRZ02492,Cc1ccccc1C(=O)NC(CCc1nnc(C)c(C)n1)c1nnc(C)c(C)n1,391.48,2.7,106.44,1,7,6,3,2
TRZ02493,Cc1nnc(-c2n[nH]c(C)c2[N+](=O)[O-])nc1C,234.22,1.1,110.49,1,6,2,2,1
TRZ02494,Cc1nnc(-c2cc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)nc1C,357.37,4.28,94.7,0,6,3,4,1
TRZ02496,Cc1nnc(-c2ccccc2NC(=O)C23CC4CC(CC(C4)C2)C3)nc1C,362.48,4.31,67.77,1,4,3,2,1
TRZ02497,Cc1nnc(CC2=Nn3c(nnc3-c3ccc(Cl)cc3)SC2)nc1C,371.86,2.95,81.74,0,7,3,3,1
TRZ02498,Cc1nnc(-c2ccc(OCC(O)CN3CCN(c4ccccc4)CC3)cc2)nc1C,419.53,2.72,74.61,1,7,7,3,1
TRZ02499,COc1ccc(C=C2Oc3cc(OCc4nnc(C)c(C)n4)ccc3C2=O)cc1,389.41,3.69,83.43,0,7,5,3,1
TRZ02500,COc1cccc(C=C2Oc3cc(OCc4nnc(C)c(C)n4)ccc3C2=O)c1OC,419.44,3.7,92.66,0,8,6,3,1
TRZ02501,Cc1cc(OCc2nnc(C)c(C)n2)no1,220.23,1.36,73.93,0,6,3,2,1
TRZ02502,Cc1nnc(C(C)Oc2ccc(C(=O)c3ccccc3)cc2)nc1C,333.39,3.86,64.97,0,5,5,3,1
TRZ02503,Cc1ccc2nc(-c3ccsc3)c(NCc3nnc(C)c(C)n3)n2c1,350.45,3.79,68.0,1,6,4,4,1
TRZ02504,COc1ccc(-c2ccc(OC)cc2-c2nnc(C)c(C)n2)cc1,321.38,3.84,57.13,0,5,4,3,1
TRZ02505,COc1cc(/C=C/C(=O)NCc2nnc(C)c(C)n2)cc(OC)c1OC,358.4,1.84,95.46,1,7,7,2,1
TRZ02506,Cc1nnc(CCC2(c3ccccc3)CCCC/C2=N\O)nc1C,324.43,3.76,71.26,1,5,4,2,1
TRZ02507,Cc1nnc(CO/N=C\c2ccc(Cl)cc2Cl)nc1C,311.17,3.35,60.26,0,5,4,2,1
TRZ02509,C/C(=C\c1nnc(C)c(C)n1)NNc1ncnc2ccccc12,307.36,2.41,88.51,2,7,4,3,1
TRZ02510,Cc1nnc(CSc2nnc3c(n2)[nH]c2ccccc23)nc1C,323.39,2.6,93.13,1,7,3,4,2
TRZ02511,Cc1nnc(-c2ccc(OC(C)C)cc2O)nc1C,259.31,2.65,68.13,1,5,3,2,1
TRZ02512,Cc1nnc(-c2ccc(OCc3ccccc3)cc2O)nc1C,307.35,3.44,68.13,1,5,4,3,1
TRZ02513,CCOc1ccc(O)c(-c2nnc(C)c(C)n2)c1,245.28,2.26,68.13,1,5,3,2,1
TRZ02514,CCCOc1ccc(O)c(-c2nnc(C)c(C)n2)c1,259.31,2.65,68.13,1,5,4,2,1
TRZ02515,CCC(C)Oc1ccc(O)c(-c2nnc(C)c(C)n2)c1,273.34,3.04,68.13,1,5,4,2,1
TRZ02516,CCCCCOc1ccc(O)c(-c2nnc(C)c(C)n2)c1,287.36,3.43,68.13,1,5,6,2,1
TRZ02517,CCCC(C)Oc1ccc(O)c(-c2nnc(C)c(C)n2)c1,287.36,3.43,68.13,1,5,5,2,1
TRZ02518,CCCCCCOc1ccc(O)c(-c2nnc(C)c(C)n2)c1,301.39,3.82,68.13,1,5,7,2,1
TRZ02519,Cc1nnc(Cc2nnn(C(C)C)n2)nc1C,233.28,0.65,82.27,0,6,3,2,1
TRZ02520,Cc1nnc(CNc2nc3ccccc3s2)nc1C,271.35,2.71,63.59,1,6,3,3,1
TRZ02521,Cc1ccc(-c2nnc(CCc3nnc(C)c(C)n3)o2)cc1,295.35,2.63,77.59,0,6,4,3,1
TRZ02522,Cc1nnc(CO/N=C/c2ccc(Cl)cc2Cl)nc1C,311.17,3.35,60.26,0,5,4,2,1
TRZ02523,Cc1ccc(NCc2nnc(SCc3nnc(C)c(C)n3)n2-c2ccccc2)cc1,417.54,4.28,81.41,1,7,7,4,1
TRZ02524,Cc1nnc([C@H]2[C@@H]3C[C@@H]4c5[nH]c6ccccc6c5CCN4C[C@H]3CC[C@H]2O)nc1C,403.53,3.44,77.93,2,5,1,3,1
TRZ02525,COc1cccc2c(=O)c(-c3nnc(C)c(C)n3)c[nH]c12,282.3,2.01,80.76,1,5,2,3,1
TRZ02526,Cc1nnc(-c2sc3nc4n(c(=N)c3c2C)CCC4)nc1C,312.4,2.3,80.34,1,6,1,3,1
TRZ02527,Cc1nnc(C2CCCN(Cc3cccc(Cl)c3)C2)nc1C,316.84,3.52,41.91,0,4,3,2,1
TRZ02528,Cc1nnc(Cn2cnc3c(cnn3-c3ccccc3)c2=O)nc1C,333.36,1.43,91.38,0,6,3,4,1
TRZ02531,Cc1nnc(-c2[nH]c(C)c(C(=O)NC3CCCCC3)c2C)nc1C,327.43,3.16,83.56,2,4,3,2,1
TRZ02532,Cc1nnc(-c2cc(SCc3ccccc3)ccn2)nc1C,308.41,3.84,51.56,0,5,4,3,1
TRZ02533,Cc1nnc(-c2cc(SCc3cccc(Cl)c3)ccn2)nc1C,342.86,4.5,51.56,0,5,4,3,1
TRZ02534,Cc1nnc(-c2cc(SCc3ccc(Cl)cc3)ccn2)nc1C,342.86,4.5,51.56,0,5,4,3,1
TRZ02535,Cc1nnc(-c2cc(SCc3cccc(Br)c3)ccn2)nc1C,387.31,4.61,51.56,0,5,4,3,1
TRZ02536,Cc1cccc(CSc2ccnc(-c3nnc(C)c(C)n3)c2)c1,322.44,4.15,51.56,0,5,4,3,1
TRZ02537,Cc1ccc(CSc2ccnc(-c3nnc(C)c(C)n3)c2)cc1,322.44,4.15,51.56,0,5,4,3,1
TRZ02538,Cc1nnc(-c2cc(SCc3cccc(C#N)c3)ccn2)nc1C,333.42,3.71,75.35,0,6,4,3,1
TRZ02539,COc1cccc(CSc2ccnc(-c3nnc(C)c(C)n3)c2)c1,338.44,3.85,60.79,0,6,5,3,1
TRZ02540,Cc1nnc(-c2cc(SCc3ccc([N+](=O)[O-])cc3)ccn2)nc1C,353.41,3.75,94.7,0,7,5,3,1
TRZ02541,Cc1cc(C)c(-c2nnc(C)c(C)n2)[nH]1,202.26,2.1,54.46,1,3,1,2,1
TRZ02542,CCOC(=O)c1cc(-c2ccccc2)n(Cc2nnc(C)c(C)n2)c1C,350.42,3.49,69.9,0,5,5,3,1
TRZ02543,CCOC(=O)c1c(C)c(-c2ccccc2)n(Cc2nnc(C)c(C)n2)c1C,364.45,3.8,69.9,0,5,5,3,1
TRZ02544,CCOC(=O)c1cc(-c2ccc(C)cc2)n(CCc2nnc(C)c(C)n2)c1C,378.48,3.99,69.9,0,5,6,3,1
TRZ02545,CCOC(=O)c1cc(-c2ccc([N+](=O)[O-])cc2)n(Cc2nnc(C)c(C)n2)c1C,395.42,3.4,113.04,0,7,6,3,1
TRZ02546,CCOC(=O)c1cc(-c2ccc(C)cc2)n(Cc2nnc(C)c(C)n2)c1C,364.45,3.8,69.9,0,5,5,3,1
TRZ02547,CCOC(=O)c1c(C)[nH]c(-c2nnc(C)c(C)n2)c1C,274.32,2.28,80.76,1,5,3,2,1
TRZ02548,CCOC(=O)c1cc(-c2ccc(Cl)cc2)n(Cc2nnc(C)c(C)n2)c1C,384.87,4.14,69.9,0,5,5,3,1
TRZ02549,Cc1nc(-c2ccc(Cl)cc2)ccc1-c1nnc(C)c(C)n1,310.79,4.18,51.56,0,4,2,3,1
TRZ02550,Cc1nnc(-c2c(O)c3c([nH]c2=O)CCCC3)nc1C,272.31,1.43,91.76,2,5,1,2,1
TRZ02551,Cc1nnc(CN2C(=O)NC(=O)C2(c2ccccc2)c2ccccc2)nc1C,373.42,2.48,88.08,1,5,4,3,1
TRZ02552,CC1=C(c2nnc(C)c(C)n2)C(c2ccccc2)NC(=O)N1,295.35,2.27,79.8,2,4,2,2,1
TRZ02553,Cc1nnc(CN2c3c(-c4ccccc4)n[nH]c3-c3ccccc3S2(=O)=O)nc1C,418.48,3.25,104.73,1,6,3,4,1
TRZ02554,Cc1nnc(-c2ccc(-n3cc(-c4ccccc4)nn3)cc2O)nc1C,344.38,3.11,89.61,1,6,3,4,1
TRZ02556,Cc1nnc(-c2[nH]cnc2/N=N/N(C)C2CCCCC2)nc1C,314.4,3.14,95.31,1,6,4,2,1
TRZ02557,Cc1nnc(COc2ccc(-c3n[nH]c(C)c3-c3ccc(Cl)cc3)c(O)c2)nc1C,421.89,4.79,96.81,2,6,5,4,1
TRZ02558,COc1ccccc1-c1c(-c2ccc(OCc3nnc(C)c(C)n3)cc2O)n[nH]c1C,417.47,4.15,106.04,2,7,6,4,1
TRZ02559,Cc1nnc(-c2ccc(/C=N\O)nc2)nc1C,229.24,1.36,84.15,1,6,2,2,1
TRZ02560,Cc1nnc(Cc2nnc3nnc4c(n23)Nc2ccccc2C4)nc1C,345.37,1.56,106.67,1,8,2,4,2
TRZ02561,Cc1nnc(Cn2cncc2-c2ccc(OCO)c(OCO)c2)nc1C,357.37,1.06,115.41,2,8,7,3,1
TRZ02563,C#CCNS(=O)(=O)c1ccccc1-c1nnc(C)c(C)n1,302.36,1.07,84.84,1,5,4,2,1
TRZ02564,Cc1ccc(C2=NOC(CNS(=O)(=O)c3ccccc3-c3nnc(C)c(C)n3)C2)cc1,437.53,2.94,106.43,1,7,6,3,1
TRZ02565,Cc1nnc(-c2ccccc2S(=O)(=O)NCC2CC(c3ccccc3Cl)=NO2)nc1C,457.94,3.28,106.43,1,7,6,3,1
TRZ02566,Cc1nnc(-c2ccccc2S(=O)(=O)NCC2CC(c3ccccc3)=NO2)nc1C,423.5,2.63,106.43,1,7,6,3,1
TRZ02567,Cc1nnc(-c2ccccc2S(=O)(=O)NCC2CC(c3ccc(Cl)c(Cl)c3)=NO2)nc1C,492.39,3.93,106.43,1,7,6,3,1
TRZ02568,Cc1nnc(-c2ccccc2S(=O)(=O)NCC2CC(c3ccc(Cl)cc3Cl)=NO2)nc1C,492.39,3.93,106.43,1,7,6,3,1
TRZ02569,Cc1nnc(-c2ccccc2S(=O)(=O)NCc2cc(-c3ccc(Cl)cc3Cl)no2)nc1C,490.37,4.6,110.87,1,7,6,4,1
TRZ02572,Cc1cccc(-c2c(-c3nnc(C)c(C)n3)ncn2-c2cccc(Cl)c2)c1,375.86,4.97,56.49,0,4,3,4,1
TRZ02573,COc1ccc(-c2c(-c3nnc(C)c(C)n3)ncn2-c2cccc(Cl)c2)cc1,391.86,4.67,65.72,0,5,4,4,1
TRZ02574,Cc1ccc(-c2c(-c3nnc(C)c(C)n3)ncn2-c2cccc(Cl)c2)cc1,375.86,4.97,56.49,0,4,3,4,1
TRZ02575,CCCNc1nc2oc(C)c(-c3nnc(C)c(C)n3)c2c(=O)n1-c1ccc(C)cc1,404.47,3.89,98.73,1,7,5,4,1
TRZ02576,Cc1cccc(-n2c(N3CCOCC3)nc3oc(C)c(-c4nnc(C)c(C)n4)c3c2=O)c1,432.48,2.9,99.17,0,8,3,4,1
TRZ02577,CCCCNc1nc2oc(C)c(-c3nnc(C)c(C)n3)c2c(=O)n1-c1ccc(C)cc1,418.5,4.28,98.73,1,7,6,4,1
TRZ02578,Cc1nnc(-c2c(C)oc3nc(N4CCOCC4)n(-c4ccccc4)c(=O)c23)nc1C,418.46,2.59,99.17,0,8,3,4,1
TRZ02579,Cc1nnc(-c2ccc(COc3c(N)cc(Cl)cc3Cl)cc2)nc1C,375.26,4.62,73.92,1,5,4,3,1
TRZ02580,CCCNc1nc2oc(C)c(-c3nnc(C)c(C)n3)c2c(=O)n1-c1cccc(C)c1,404.47,3.89,98.73,1,7,5,4,1
TRZ02581,CCCN(CCC)c1nc2oc(C)c(-c3nnc(C)c(C)n3)c2c(=O)n1-c1ccccc1,432.53,4.38,89.94,0,7,7,4,1
TRZ02582,CCCCNc1nc2oc(C)c(-c3nnc(C)c(C)n3)c2c(=O)n1-c1cccc(C)c1,418.5,4.28,98.73,1,7,6,4,1
TRZ02583,CCCN(CCC)c1nc2oc(C)c(-c3nnc(C)c(C)n3)c2c(=O)n1-c1ccc(C)cc1,446.56,4.69,89.94,0,7,7,4,1
TRZ02584,Cc1ccc(-n2c(N3CCOCC3)nc3oc(C)c(-c4nnc(C)c(C)n4)c3c2=O)cc1,432.48,2.9,99.17,0,8,3,4,1
TRZ02585,CCCCNc1nc2oc(C)c(-c3nnc(C)c(C)n3)c2c(=O)n1-c1ccccc1,404.47,3.97,98.73,1,7,6,4,1
TRZ02586,Cc1nnc(Cc2c([N+](=O)[O-])ncn2C)nc1C,248.25,0.72,99.63,0,6,3,2,1
TRZ02587,Cc1nnc(Cc2csc(-c3ccc(Cl)cc3)n2)nc1C,316.82,3.86,51.56,0,5,3,3,1
TRZ02588,COc1cc2c(cc1OC)C(c1nnc(C)c(C)n1)C(C)=NN=C2C,339.4,2.84,81.85,0,7,3,2,1
TRZ02589,Cc1nnc(-c2ccccc2Nc2ccc(Cl)cc2)nc1C,310.79,4.55,50.7,1,4,3,3,1
TRZ02590,CCc1ccc(OCc2nnc(C)c(C)n2)cc1,243.31,2.63,47.9,0,4,4,2,1
TRZ02591,Cc1nnc(C(CC(=O)O)c2ccc(OC(C)C)cc2)nc1C,315.37,2.88,85.2,1,5,6,2,1
TRZ02592,Cc1nnc(-c2nscc2N)nc1C,207.26,1.19,77.58,1,6,1,2,1
TRZ02593,Cc1nnc(COc2ccc(/C=C/c3ccc(Cl)cc3)cc2)nc1C,351.84,4.89,47.9,0,4,5,3,1
TRZ02594,Cc1nnc(CS(=O)(=O)Cc2ccccc2)nc1C,277.35,1.6,72.81,0,5,4,2,1
TRZ02595,Cc1nnc(-c2cnn(-c3ccccc3)n2)nc1C,252.28,1.74,69.38,0,5,2,3,1
TRZ02596,Cc1ccc(-n2nnc(-c3nnc(C)c(C)n3)c2C)cc1,280.34,2.35,69.38,0,5,2,3,1
TRZ02597,Cc1ccc2[nH]cc(-c3nnc(C)c(C)n3)c(=O)c2c1,266.3,2.31,71.53,1,4,1,3,1
TRZ02598,Cc1nnc(-c2cn(-c3ccccc3)nn2)nc1C,252.28,1.74,69.38,0,5,2,3,1
TRZ02599,Cc1nnc(-c2cnc3c(-c4ccccc4)c(C)nn3c2N)nc1C,331.38,2.76,94.88,1,6,2,4,1
TRZ02600,Cc1nnc(-c2nn(-c3ccccc3)c(-c3ccco3)c2C#N)nc1C,342.36,3.47,93.42,0,6,3,4,1
TRZ02601,Cc1nnc(-c2nn(-c3ccccc3)c3c2Cc2ccccc2-3)nc1C,339.4,3.91,56.49,0,4,2,4,1
TRZ02602,CC(=O)c1sc(N)c(-c2nnc(C)c(C)n2)c1C,262.34,2.31,81.76,1,6,2,2,1
TRZ02603,CCCCCn1c(=O)c(-c2nnc(C)c(C)n2)c(O)c2ccccc21,338.41,3.37,80.9,1,5,5,3,1
TRZ02604,Cc1nnc(Cn2ncc3ccccc32)nc1C,239.28,1.89,56.49,0,4,2,3,1
TRZ02605,CCn1nc(Cc2nnc(C)c(C)n2)nc1C,232.29,1.0,69.38,0,5,3,2,1
TRZ02606,Cc1nnc(-c2c(N)[nH]n3c(=O)c(C(C)(C)C)nnc23)nc1C,314.35,0.77,127.74,2,7,1,3,2
TRZ02607,CCOc1ccc(-n2nnc(-c3nnc(C)c(C)n3)c2C)cc1,310.36,2.44,78.61,0,6,4,3,1
TRZ02608,Cc1nnc(-c2sc3nc4ccccc4n3c2C)nc1C,295.37,3.33,55.97,0,5,1,4,1
TRZ02609,CSc1ccn(Cc2nnc(C)c(C)n2)c(=O)n1,263.33,0.82,73.56,0,6,3,2,1
TRZ02610,CSc1nc(=O)n(Cc2nnc(C)c(C)n2)cc1C,277.35,1.12,73.56,0,6,3,2,1
