cmplx_smiles_neutral_std,Exp LgK1
O=C(O)CNCC(=O)O.[H+],9.36
NC(=O)CC[C@H](N)C(=O)O.[Tb+3],3.67
Cc1ccc(S(=O)(=O)N[C@@H](CCC(N)=O)C(=O)O)cc1.[Cu+2],9
O=C(O)COCCOCC(=O)O.[Ni+2],1.79
Oc1cccc2cccnc12.[Mn+2],7.85
O=c1cc(CO)occ1O.[Pr+3],5.15
CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.[Ca+2],7.9
O=P(O)(O)CP(=O)(O)O.[H+],10.41
O=P(O)(O)CP(=O)(O)O.[Ca+2],5.97
O=C(O)c1ccccn1.[Eu+3],3.61
CCCC1CCCCN1.[H+],11.31
O=S(=O)(O)c1ccc2cc(O)c(O)cc2c1.[Nd+3],9.26
O=C(O)CC(NC(C(=O)O)C(=O)O)C(=O)O.[Ca+2],4.46
O=c1cc[nH]c(=O)[nH]1.[Zn+2],4.98
NCC(=O)N[C@@H](CO)C(=O)O.[Gd+3],2.5
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O.[Ni+2],11.7
CC(N)C(=O)O.[Cd+2],5.03
NCCCN(CCCN)CCCN.[Ni+2],10.65
COC(=O)[C@H](C)NC(=O)[C@H](C)N.[H+],7.87
O=C(O)CN(CC(=O)O)C1CCCCC1.[Cu+2],10.92
CC[C@H](C)[C@H](N)C(=O)O.[H+],9.08
CC1=CC(=C(c2cc(C)c(O)c(C(=O)O)c2)c2c(Cl)ccc(S(=O)(=O)O)c2Cl)C=C(C(=O)O)C1=O.[Be+2],4.6
O=C(O)c1ccccc1O.[H+],13.12
[OH-].[H+],15.8
O=S([O-])[O-].[H+],6.79
CCCC(=O)O.[Cu+2],1.54
CC[C@H](C)[C@H](N)C(=O)O.[H+],9.86
CC(N)C(=O)O.[H+],9.653
CCNc1nncs1.[Cd+2],1.06
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ca+2],9.95
O=C(O)c1cc(S(=O)(=O)O)ccc1O.[Sm+3],6.34
O=S(=O)([O-])[O-].[H+],1.11
Cn1ccnc1.[Ni+2],3.44
Cc1cc(=O)c(O)co1.[V+5],9.55
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O.[Cu+2],15.45
O=C(O)CSCCSCC(=O)O.[Mn+2],1.04
CC(C)C(=O)O.[Y+3],1.6
N#CCC(=O)O.[H+],2.654
CNCC(=O)O.[Fe+3],9.7
CC(C)(O)C(=O)O.[Ho+3],3.06
OCCCCO.[Ce+4],1.76
O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1.[Zn+2],1.758
O=C(O)CN(CC(=O)O)CC(=O)O.[Zn+2],10.66
NCCNCCO.[Cu+2],9.9
O=C(O)[C@@H]1CCCN1CP(=O)(O)O.[Cu+2],13.23
O=C(O)C1CCC(C(=O)O)CC1.[Ho+3],4.31
O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1.[Zn+2],1.43
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[H+],6.59
NC(Cc1ccccc1)C(=O)O.[H+],9.2
CCCCN.[H+],10.46
O=C(O)C1(O)CC(O)C(O)C(O)C1.[Pr+3],2.72
NCCO.[H+],9.66
CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)O.[H+],8.36
Oc1ccccc1O.[Zn+2],9.5
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[La+3],3.91
O=C(O)c1ccccc1O.[H+],13.24
O=C(O)[C@H](O)[C@@H](O)C(=O)O.[H+],3.87
O=C(O)CC(O)(CC(=O)O)C(=O)O.[Mn+2],2.16
Oc1ccccc1O.[H+],13
COc1cc[n+]([O-])c(C(=O)O)c1.[Co+2],3.86
O=C(O)C(Cl)Cl.[Cu+2],0.74
N#C[S-].[Co+2],0.95
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O.[Sm+3],14.44
CC(O)CN1CCOCCN(CC(C)O)CCN(CC(C)O)CC1.[Zn+2],9.92
CCCN(CC(=O)O)CC(=O)O.[Ni+2],8.8
Oc1ccccc1O.[Zn+2],9.08
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.[Ni+2],1.6
c1c[nH]cn1.[H+],7.913
CC(COCC(=O)O)(COCC(=O)O)COCC(=O)O.[Tb+3],7
c1ccc2[nH]c(-c3nc4ccccc4[nH]3)nc2c1.[H+],3.43
Oc1ccccc1O.[H+],11.7
O=C(O)CN(CCCCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Cd+2],11.7
O=C(O)CN(CCN(CC(=O)O)c1ccccc1O)c1ccccc1O.[Fe+3],33
NNC(=O)c1cccs1.[H+],11.78
NCCN1CCCN(CCN)CCC1.[Ni+2],15.6
C=CCc1ccccn1.[Co+2],1.5
Oc1ccc(Cl)cc1O.[Ni+2],8.38
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O.[Co+2],17.27
O=c1cc[nH]c(=O)[nH]1.[Cu+2],4.36
O=C(NO)c1ccc(O)cc1.[H+],9.78
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.[Ni+2],2.52
C1CNCCOCCNC1.[Zn+2],4.94
NC(Cc1c[nH]c2ccccc12)C(=O)O.[H+],9.34
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[H+],10.75
CCCCC(N)C(=O)O.[H+],9.75
O=C(O)CC(O)C(=O)O.[H+],4.78
C(Cc1nnn[nH]1)NCCc1nnn[nH]1.[Co+2],5.8
O=C(O)C(=O)O.[Co+2],3.63
C1CNCCNCCOCCNC1.[H+],10.42
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Hg+2],20.99
NCC(=O)O.[Zn+2],5.26
NCC(=O)O.[Cu+2],7.85
N[C@@H](CS)C(=O)NCC(=O)O.[H+],9.37
O=C(O)c1cc(S(=O)(=O)O)ccc1O.[Cr+2],9.89
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O.[Li+],4.13
Cn1ccnc1.[H+],7.19
O=C(O)CN1CCN(CC(=O)O)Cc2cccc(n2)CN(CC(=O)O)CC1.[Mn+2],18.59
O=C(O)/C=C\C(=O)O.[Lu+3],3.6
NCC(=O)O.[Mg+2],3.45
NCCNCCNCCN.[H+],9.74
CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(=O)O.[H+],10.36
c1ccc(-c2ccccn2)nc1.[Co+2],6.06
C1COCCOCCOCCN1.[Cd+2],2.8
O=C(O)CCC(=O)O.[Pb+2],2.82
c1ccc(-c2ccccn2)nc1.[Cu+2],8
CSc1nc2ccccc2[nH]1.[Co+2],10.31
O=S(=O)([O-])[O-].[La+3],0.8
Nc1ncnc2c1ncn2CCCCCP(=O)(O)O.[Co+2],2.36
NC(Cc1ccccc1)C(=O)O.[Cu+2],7.94
O=Cc1c(O)ccc2ccccc12.[H+],7.4
NC1CONC1=O.[Cu+2],3.08
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O.[H+],9.99
CC(C)N.[H+],10.623
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pu+4],26
Cc1cccc(CN(Cc2cccc(C)n2)Cc2cccc(C)n2)n1.[Fe+2],4.46
CCCN(CC(=O)O)CC(=O)O.[Fe+3],12.09
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Pr+3],6.88
O=CO.[Pb+2],1.26
O=C(O)c1cccc(C(=O)O)n1.[Pb+2],8.66
Cc1cc(=O)c(O)co1.[H+],8.03
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Tb+3],23.6
O=C(O)[C@@H]1Cc2nc[nH]c2CN1.[H+],8.51
O=C(O)CCc1cnc[nH]1.[H+],7.4
CC(N)C(=O)O.[Cd+2],4.71
NCCNCCCCNCCN.[Zn+2],12.6
Oc1ccccc1CN(CCN(Cc1ccccn1)Cc1ccccc1O)Cc1ccccn1.[H+],13.26
O=C(O)C(=O)O.[Cd+2],2.68
NC(=O)CC(N)C(=O)O.[Pr+3],4.09
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)NCC(N)=O.[H+],8.8
O=C(O)C(=O)/C=C/c1ccc(Cl)cc1.[H+],1.413
NC(=S)NN(CC(=O)O)CC(=O)O.[La+3],2.61
O=C(O)c1[nH]c(=O)[nH]c(=O)c1Br.[Cu+2],5.58
CC(NC(=O)C1CCCN1)C(=O)O.[H+],9.19
c1ccc(-c2ncc[nH]2)nc1.[Cd+2],4.58
O=C(O)CCC(=O)Nc1ccccn1.[Co+2],2.95
CCc1cnccc1C.[Zn+2],1.58
c1c[nH]cn1.[Zn+2],2.92
O=C(O)CC(O)(CC(=O)O)C(=O)O.[Mg+2],3.333
NCCCN(CCCN)CCN(CCCN)CCCN.[Zn+2],10.53
NCC(=O)NCC(=O)NCC(=O)O.[Nd+3],2.15
NC(CC(=O)O)C(=O)O.[Yb+3],7
O=C(O)C1(C(=O)O)CC1.[H+],6.9
O=C(O)C[C@H](O[C@H](CC(=O)O)C(=O)O)C(=O)O.[Mg+2],5.09
O=S(=O)(O)c1cc(O)c(N=Nc2c(O)ccc3ccccc23)c2ccccc12.[Ho+3],13.96
CC(=O)NCCCCC(N)C(=O)O.[Cu+2],7.86
NCCN(CCN)CCCN(CCN)CCN.[Co+2],13.45
[OH-].[H+],13.69
O=N/C=C1\C=CC=CN1.[H+],9.84
Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1.[Ca+2],1.5
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Fe+3],29.4
CC(C)C[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O.[H+],9.53
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Lu+3],12.45
Cc1ccc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)cc1.[H+],4.77
CC(C)C[C@H](NCc1cc(CN[C@@H](CC(C)C)C(=O)O)cc(CN[C@@H](CC(C)C)C(=O)O)c1)C(=O)O.[H+],9.82
O=[N+]([O-])c1ccc(O)c(CN2CCOCCN(Cc3cc([N+](=O)[O-])ccc3O)CCOCC2)c1.[Fe+2],13.7
CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.[H+],9.44
O=C(O)CN(CCO)CCO.[Zn+2],5.29
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCOCC1.[Ca+2],9.79
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1)C(=O)O.[H+],8.37
O=C(O)c1cc(S(=O)(=O)O)ccc1O.[H+],11.54
CC(C)C(CCN(CCCCNC(=O)c1cc(S(=O)(=O)O)cc(O)c1O)C(=O)c1cc(S(=O)(=O)O)cc(O)c1O)N(C(=O)c1cc(S(=O)(=O)O)cc(O)c1O)C(C)C.[Ga+3],36
C[C@H](O)C(=O)O.[Pb+2],1.98
O=c1cc(CO)oc(I)c1O.[Er+3],5.61
O=[N+]([O-])[O-].[Co+2],-0.46
C1CNCCNCCOCCNC1.[Cu+2],16.61
C1CNCCNCCNC1.[H+],12.02
CC(CC(=O)O)C(=O)O.[Pr+3],3.21
O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O.[H+],6.24
NC(=O)CN(CC(=O)O)CC(=O)O.[Cu+2],9.68
CC(O)CN1CCOCCN(CC(C)O)CCN(CC(C)O)CCOCCN(CC(C)O)CC1.[Sr+2],3.28
COC(=O)C(N)Cc1cnc[nH]1.[H+],7.23
CC(=O)O.[Co+2],0.81
O=C(O)C1CCCN1.[H+],10.17
c1cnc(NCCCCCNc2ncccn2)nc1.[Ag+],3.45
O=C(Nc1ncnc2nc[nH]c12)c1ccccc1.[H+],9.05
O=C(O)[C@H](O)[C@@H](O)C(=O)O.[Ni+2],3.3
CCCC(CCC)C(=O)O.[Pb+2],2.34
NC(=O)CN(CC(=O)O)CC(=O)O.[Cd+2],9.72
C(CCCCN1CCNCCNCC1)CCCN1CCNCCNCC1.[H+],10.99
CC(=O)c1ccc(-n2ccnc2)cc1.[H+],5.39
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Bi+3],28.2
O=C(O)[C@H](CO)NCP(=O)(O)O.[Cu+2],11.9
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O.[Cu+2],0.96
CC(=O)O.[Cu+2],2.52
CSCCC(N)C(=O)O.[Ni+2],5.23
Nc1nc(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1.[H+],9.1
NC(N)=NOCCC(N)C(=O)O.[H+],9.16
O=C(O)C(O)c1ccccc1.[Sm+3],2.9
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[La+3],6.53
CC(C)CC(N)C(=O)O.[Cd+2],4.92
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Cd+2],14.27
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2.[Al+3],18.3
Cc1ccccc1O.[H+],10.23
O=[N+]([O-])c1ccc(O)cc1.[Ce+3],1.1
NCCCCCN.[Cu+2],8.62
O=C(O)C1CC(O)CN1.[Yb+3],3.37
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOCCOCCOC(=O)C1.[La+3],8.46
NCCCCCCO.[Ag+],3.33
c1c[nH]cn1.[Zn+2],2.53
O=C(O)/C=C\C(=O)O.[Er+3],3.65
c1cnc(NCCNc2ncccn2)nc1.[H+],3.75
NC(Cc1cnc[nH]1)C(=O)O.[H+],9.2
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Sr+2],5.728
O=C(O)CCCC(=O)O.[H+],4.93
C1CNCCCSCCCNCCCSC1.[Cu+2],10.6
N#C[S-].[Ni+2],1.19
CCCCC(C(=O)O)C(=O)O.[Zn+2],2.73
CC(C)(S)[C@@H](N)C(=O)O.[Dy+3],6.07
O=C(O)CN(CCO)CCO.[Co+2],5.91
[F-].[Zn+2],1
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Nd+3],15.08
CC(=O)O.[Cd+2],1.61
c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)nc1.[Sm+3],4.7
O=[N+]([O-])[O-].[Lu+3],-0.85
O=C(O)CCCCC1SCC2NC(=O)NC21.[Zn+2],-1.2
CC(C)C[C@H](NC(=O)CNC(=O)CN)C(=O)O.[H+],7.9
Nc1ccc(Br)cn1.[Ni+2],0.17
NCCNCCNCCNCCNCc1cccc2cc3ccccc3cc12.[Ni+2],13.2
CC(O)(P(=O)(O)O)P(=O)(O)O.[H+],10.6
CC(NC(=O)CN)C(=O)O.[Ho+3],2.55
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Ca+2],2.78
N#C[S-].[Am+3],0.85
CC(N)C(=O)O.[Ni+2],5.32
NC(Cc1ccc(O)cc1)C(=O)NCC(=O)O.[H+],10.04
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.[Na+],-0.27
[F-].[Ga+3],5.02
CC(=O)NC(CS)C(=O)O.[H+],9.59
NC(CCC(=O)O)C(=O)O.[Co+2],4.56
NCCN.[H+],10.12
NCC(=O)O.[Cu+2],8.33
NCC(=O)O.[Zn+2],4.96
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O.[Ga+3],7.24
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Na+],4.03
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[Pr+3],23.45
CC(O)(P(=O)(O)O)P(=O)(O)O.[H+],10.29
O=S(=O)(O)c1cc(O)c(O)c(S(=O)(=O)O)c1.[Nd+3],11.88
O=P(O)(O)C(Nc1ccccc1)P(=O)(O)O.[Fe+3],20.15
CN(C)CCN(C)C.[Ni+2],3.57
O=C(O)CNCC(=O)O.[Yb+3],7.49
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1.[Yb+3],6.64
O=C(O)C(O)C(O)C(O)C(=O)O.[Tb+3],3.68
Nc1nc(=O)c2[nH]cnc2[nH]1.[H+],9.36
NCC(=O)O.[H+],9.55
O=C(O)CN(CC(=O)O)Cc1ccccc1O.[Tm+3],14.53
O=S(=O)(O)c1cc(N=Nc2ccccc2)c(O)c2ncccc12.[Al+3],7.53
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[Mg+2],8.43
[N-]=[N+]=[N-].[Ni+2],0.76
Cc1ccccn1.[Cu+2],1.69
NC(Cc1ccccc1)C(=O)O.[Nd+3],3.22
NCCNCCN.[H+],9.93
NC(CCC(=O)O)C(=O)O.[Cu+2],8.27
[OH-].[Bi+3],12.55
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Zn+2],15.41
C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2.[Hg+2],18.2
C[C@@H](C(=O)O)N(CCO)CCO.[Nd+3],5.28
NCCCC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CN)C(=O)O.[H+],10.53
O=C(O)CCC(=O)Nc1ccccn1.[Ni+2],3.43
c1csc(CNCCNCc2cccs2)c1.[H+],8.48
NCCc1c[nH]c2ccc(O)cc12.[Pb+2],8.04
O=P(O)(CNc1ccccc1)c1ccccc1O.[Cu+2],6.2
Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1N=Nc1ccc(Cl)cc1.[Y+3],6.53
CC(N)C(=O)O.[Cu+2],7.82
NC(=O)CN(CC(=O)O)CC(=O)O.[Ni+2],7.03
NC(=O)CC(N)C(=O)O.[Cr+3],3.3
O=C(O)CNC(=O)[C@@H]1CCCN1.[Yb+3],3.5
NCC(=O)NCC(=O)O.[H+],8.24
NC(CS)C(=O)O.[Ni+2],9.64
O=C(NO)c1ccccc1O.[Ni+2],6.02
NCCOCCN.[Cu+2],8.97
NCCNCCNCCN.[Ni+2],13.93
CCCC(N)C(=O)O.[H+],9.78
O=NC1=C(NO)CCCCC1.[Ni+2],10.77
CC(N)C(=O)O.[H+],9.77
O=S(=O)(O)c1cc(O)c(O)c(S(=O)(=O)O)c1.[Gd+3],12.5
Cc1cncc(C)c1.[H+],5.99
NC(Cc1ccccc1)C(=O)NCC(=O)O.[Co+2],2.48
CC(C(=O)O)c1ccc(O)c(O)c1.[Ni+2],7.45
CCCC[C@@H](C)C(=O)O.[Zn+2],0.99
O=C(O)CNCCNCC(=O)O.[H+],9.57
CN1CCCN(C)CCN(CCN)CCCN(C)CC1.[H+],10.39
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Nd+3],15.49
O=S(=O)(O)c1cc(I)c(O)c2ncccc12.[Mn+2],8.58
CC(O)CNCC(C)O.[Ni+2],3.5
Nc1ccc(S(=O)(=O)O)cc1.[Ag+],1.14
NCCCN.[Cd+2],5.477
CCCCC(=O)O.[Zn+2],0.3
CC(O)C(N)C(=O)O.[Cu+2],7.946
O=C(O)CN(CC(=O)O)c1ccccc1N(CC(=O)O)CC(=O)O.[Co+2],13.18
O=C(O)CC(CC(=O)O)C(=O)O.[Be+2],3.75
O=C(O)CC(O)C(=O)O.[Ni+2],4.6
O=C(O)CN(CCN(CC(=O)O)CC(=O)Nc1ccccn1)CC(=O)Nc1ccccn1.[H+],6.82
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)C(N)(CCN)C(=O)O.[Cu+2],13.07
NCCc1ccccn1.[Cu+2],7.3
NC(COP(=O)(O)O)C(=O)O.[Mn+2],3.9
O=C(O)CNCC(=O)O.[Ni+2],8.26
CN(CC(=O)O)CC(=O)O.[Fe+3],10.99
O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O.[Dy+3],4.69
OCCN1CCOCCN(CCO)CCN(CCO)CCOCCN(CCO)CC1.[Ba+2],4.3
NCCS.[Zn+2],10.22
NC(Cc1cnc[nH]1)C(=O)NCC(=O)O.[Co+2],4.54
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1.[H+],4.973
Nc1n[nH]c(=S)s1.[Ho+3],6.43
OP(O)CN(CCN(CP(O)O)CP(O)O)CP(O)O.[La+3],6.44
CC(C)[C@H](NC(=O)CN)C(=O)O.[Ni+2],4.28
C1COCCOCCOCCOCCOCCO1.[Na+],0.53
O=S(=O)([O-])[O-].[Lu+3],1.29
Cc1ncnc2c1ncn2C.[Cu+2],0.74
NC(CO)C(=O)O.[H+],9.08
O=C(O)c1ccccc1S(=O)(=O)O.[Fe+3],3.49
O=C(O)C(O)c1ccccc1.[Eu+3],2.95
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O.[H+],3.61
CC(=O)CC(C)=Nc1ccccc1S(=O)(=O)O.[Tb+3],19.3
N[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ni+2],5.31
[OH-].[Ni+2],4.3
NC(=O)CC(N)C(=O)O.[Co+2],4.5
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Hg+2],22.88
Cc1ccc2c(S(=O)(=O)O)ccc(O)c2n1.[H+],8.99
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O.[Lu+3],9.11
c1ccnnc1.[Cu+2],1.52
O=C(O)COc1ccccc1OCC(=O)O.[Yb+3],4.02
CCCC(CCC)(C(=O)O)C(=O)O.[Co+2],2.22
c1ccc(-c2ccccn2)nc1.[H+],4.43
O=C(O)CNCCNCC(=O)O.[H+],9.75
NC(CC(=O)O)C(=O)O.[Ni+2],7.33
NCC(=O)O.[Mn+2],3
c1ccc2c(CN3CCNCCNCCNCC3)c3ccccc3cc2c1.[H+],8.41
NC(CC(=O)O)C(=O)O.[Zr+4],9.7
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=S)[nH]1.[Cd+2],4.93
O=C(O)CNCP(=O)(O)O.[H+],10.03
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12.[Pr+3],4.97
O=C(O)c1ccc[nH]1.[H+],4.22
Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1.[Eu+3],3.7
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Mg+2],4.51
O=P(O)(CC1NCCCNCCNCCCN(CP(=O)(O)c2ccccc2)C1(CP(=O)(O)c1ccccc1)CP(=O)(O)c1ccccc1)c1ccccc1.[H+],9.85
CCc1ncc(C)[nH]1.[Co+2],0.54
[Br-].[Ni+2],-0.05
CC(N)C(=O)O.[Cd+2],5.9
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[La+3],16.68
[F-].[Mg+2],1.32
CCCCOP(=O)(O)O.[Sr+2],1.3
CC(=O)OP(=O)(O)O.[Sr+2],1.47
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O.[Pr+3],17.31
O=C(O)CN(CCS)CC(=O)O.[Hg+2],16.16
NC1C(O)OC(CO)C(O)C1O.[Ni+2],2.65
CC(O)(P(=O)(O)O)P(=O)(O)O.[Ba+2],3.35
C1CNCCNCCOCCNCCNC1.[Cd+2],13.44
NCCCNCCNCCNCCCN.[Cu+2],21.28
NC(N)=S.[Ag+],7.59
CCCC(N)C(=O)O.[Co+2],4.22
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCCOCC1.[Lu+3],10.84
O=C(O)CCNCCNCCC(=O)O.[Zn+2],7.6
Cc1ccc(O)c(O)c1.[H+],11.59
C1CNCCNCCNCCNCCNCCNCCN1.[Pb+2],10.02
O=P([O-])([O-])[O-].[Al+3],15.32
O=C(O)CC(O)(CC(=O)O)C(=O)O.[H+],5
O=C(O)C(=O)O.[Cd+2],2.477
O=C(O)C(=O)O.[Eu+3],4.89
O=C1/C(=N/Nc2ccc(S(=O)(=O)O)cc2)C(S(=O)(=O)O)=Cc2cc(S(=O)(=O)O)cc(O)c21.[H+],9.23
CCC(N)C(=O)O.[Pb+2],4.6
[OH-].[Th+4],9.1
O=C(O)CN(CC(=O)O)CC(c1ccccc1)N(CC(=O)O)CC(=O)O.[Sr+2],9.32
c1c[nH]c(Cc2ncc[nH]2)n1.[Mn+2],3.18
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Zn+2],15.3
O=C(O)CCO.[Dy+3],1.45
O=C(O)CN(CC(=O)O)CC(=O)O.[Gd+3],11.37
O=C(O)CSC(CC(=O)O)C(=O)O.[Pr+3],4.92
CC(C)C[C@H](NC(=O)CN)C(=O)O.[H+],8.23
O=C(O)c1ccccc1O.[Co+2],6.83
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ca+2],11
CCC(=O)CC(=O)CC.[Cr+3],11.9
O=C(O)C(NCCCNC(C(=O)O)c1ccccc1O)c1ccccc1O.[Mg+2],8.81
O=C(O)C(=O)O.[H+],3.62
N#C[S-].[In+3],2.56
NCC(=O)N1CCCC1C(=O)O.[Gd+3],3.87
NCC(=O)NCC(=O)O.[Cu+2],5.54
CC(N)C(=O)O.[H+],10.202
O=[N+]([O-])c1ccc(O)c(O)c1.[Fe+3],15.53
O=C(O)CNCC(=O)O.[H+],9.16
O=C(O)CN(CC(=O)O)CC(=O)O.[Zn+2],10.59
NCC(=O)O.[Ni+2],5.69
OCc1cccnc1.[Co+2],1.25
O=C(O)CC(S)C(=O)O.[H+],10.26
CC(O)C(N)C(=O)O.[Cu+2],7.98
O=C(NO)c1cccc(C(=O)NO)n1.[H+],8.8
NCCCN.[H+],10.8
O=C(O)c1ccc(C(=O)O)nc1.[Co+2],4.35
CC(=O)O.[H+],4.55
CCCC(=O)O.[Co+2],1.16
O=C(O)CN(CCO)CCO.[Mn+2],3.9
O=C(O)c1ccccc1.[Ce+3],4.1
CC(COCC(=O)O)(COCC(=O)O)COCC(=O)O.[H+],4.36
[Cl-].[Tl+],0.32
O=C(O)C1(C(=O)O)CCC1.[Ni+2],2.34
[O-][Br]=O.[H+],3.43
NCC(N)CN.[H+],9.65
O=C(O)CC(O)C(=O)O.[Eu+3],4.34
O=C(O)C(=O)/C=C/c1ccc(Cl)cc1.[Sc+3],2.258
NCCCN.[H+],10.53
NC(CC(=O)O)C(=O)O.[V+3],9.83
