Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings,mol,PAINS,PAINS_Alert,BRENK,BRENK_Alert,NIH,NIH_Alert,ZINC,ZINC_Alert,Alert_Count,Has_Hydrazine,Has_Acyl_Hydrazide
TRZ01439,Cc1nnc(COc2ccc(C#N)cc2)nc1C,240.27,1.94,71.69,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF130D0>,False,,False,,False,,False,,0,False,False
TRZ01440,COc1cccc(NCc2nnc(C)c(C)n2)c1,244.3,2.11,59.93,1,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13140>,False,,False,,False,,False,,0,False,False
TRZ01441,Cc1nnc(-c2ccc(Br)cc2Cl)nc1C,298.57,3.57,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF131B0>,False,,False,,False,,False,,0,False,False
TRZ01442,Cc1nnc(-c2ccc(Br)c(Cl)c2)nc1C,298.57,3.57,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13220>,False,,False,,False,,False,,0,False,False
TRZ01443,Cc1nnc(-c2ccc(F)cc2F)nc1C,221.21,2.43,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13290>,False,,False,,False,,False,,0,False,False
TRZ01444,Cc1nc(-c2nnc(C)c(C)n2)cs1,206.27,1.92,51.56,0,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13300>,False,,False,,False,,False,,0,False,False
TRZ01445,CCOc1ccc(-c2nnc(C)c(C)n2)cc1OCC,273.34,2.95,57.13,0,5,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13370>,False,,False,,False,,False,,0,False,False
TRZ01446,CCc1ccc(-c2nnc(C)c(C)n2)s1,219.31,2.78,38.67,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF133E0>,False,,False,,False,,False,,0,False,False
TRZ01447,Cc1nnc(-c2ccccc2C(F)(F)F)nc1C,253.23,3.17,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13450>,False,,False,,False,,False,,0,False,False
TRZ01448,Cc1nnc(-c2cc(Cl)ccc2O)nc1C,235.67,2.51,58.9,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF134C0>,False,,False,,False,,False,,0,False,False
TRZ01449,Cc1nnc(-c2cnn(-c3ccc(Cl)cc3)c2C)nc1C,299.77,3.3,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13530>,False,,False,,False,,False,,0,False,False
TRZ01450,Cc1nnc(-c2cccc(OC(F)(F)F)c2)nc1C,269.23,3.05,47.9,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF135A0>,False,,False,,False,,False,,0,False,False
TRZ01451,Cc1cc(C)cc(OCc2nnc(C)c(C)n2)c1,243.31,2.68,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13610>,False,,False,,False,,False,,0,False,False
TRZ01452,Cc1cc(-c2nnc(C)c(C)n2)ccc1Br,278.15,3.23,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13680>,False,,False,,False,,False,,0,False,False
TRZ01453,Cc1nnc(-c2cnn(-c3ccccc3)c2C)nc1C,265.32,2.65,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF136F0>,False,,False,,False,,False,,0,False,False
TRZ01454,Cc1ccccc1-n1ncc(-c2nnc(C)c(C)n2)c1C(F)(F)F,333.32,3.67,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13760>,False,,False,,False,,False,,0,False,False
TRZ01455,Cc1nnc(-c2cnn(-c3ccc(F)cc3)c2C(F)(F)F)nc1C,337.28,3.5,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF137D0>,False,,False,,False,,False,,0,False,False
TRZ01456,Cc1nnc(-c2cnn(-c3ccc(F)cc3)c2C)nc1C,283.31,2.79,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13840>,False,,False,,False,,False,,0,False,False
TRZ01457,Cc1ccc(-n2ncc(-c3nnc(C)c(C)n3)c2C)cc1,279.35,2.96,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF138B0>,False,,False,,False,,False,,0,False,False
TRZ01458,Cc1ccc(-c2nnc(C)c(C)n2)c(C)c1,213.28,2.77,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13920>,False,,False,,False,,False,,0,False,False
TRZ01459,Cc1ccc(-n2ncc(-c3nnc(C)c(C)n3)c2C(F)(F)F)cc1,333.32,3.67,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13990>,False,,False,,False,,False,,0,False,False
TRZ01460,Cc1nnc(-c2cnn(C)c2)nc1C,189.22,0.89,56.49,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13A00>,False,,False,,False,,False,,0,False,False
TRZ01461,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)no2)cc1,282.3,2.82,73.93,0,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13A70>,False,,False,,False,,False,,0,False,False
TRZ01462,Cc1nnc(-c2ccc(N=[N+]=[N-])cc2)nc1C,226.24,3.1,87.43,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13AE0>,True,azo_A(324),True,Azido_group,True,azide,True,Aromatic_azides,4,False,False
TRZ01463,Cc1nnc(-c2ccc(S(C)(=O)=O)cc2)nc1C,263.32,1.56,72.81,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13B50>,False,,False,,False,,False,,0,False,False
TRZ01464,Cc1nnc(-c2c(F)cccc2Cl)nc1C,237.66,2.95,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13BC0>,False,,False,,False,,False,,0,False,False
TRZ01465,Cc1nnc(Cc2ccccc2F)nc1C,217.25,2.22,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13C30>,False,,False,,False,,False,,0,False,False
TRZ01466,Cc1nnc(CCOc2ccccc2)nc1C,229.28,2.11,47.9,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13CA0>,False,,False,,False,,False,,0,False,False
TRZ01467,Cc1nnc(-c2ccc(I)cc2O)nc1C,327.13,2.47,58.9,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13D10>,False,,True,iodine,False,,False,,1,False,False
TRZ01468,Cc1nnc(C(N)c2ccccc2)nc1C,214.27,1.54,64.69,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13D80>,False,,False,,False,,False,,0,False,False
TRZ01469,Cc1ccc(-c2nnc(C)c(C)n2)cc1F,217.25,2.6,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13DF0>,False,,False,,False,,False,,0,False,False
TRZ01470,Cc1nnc(-c2ccc(F)cc2Cl)nc1C,237.66,2.95,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13E60>,False,,False,,False,,False,,0,False,False
TRZ01471,Cc1ccoc1-c1nnc(C)c(C)n1,189.22,2.06,51.81,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13ED0>,False,,False,,False,,False,,0,False,False
TRZ01472,Cc1nnc(C(=O)NCc2ccc(Cl)cc2)nc1C,276.73,2.07,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF13F40>,False,,False,,False,,False,,0,False,False
TRZ01473,Cc1nnc(-c2nccn2C)nc1C,189.22,0.89,56.49,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14040>,False,,False,,False,,False,,0,False,False
TRZ01474,Cc1ccc(-c2nnc(C)c(C)n2)cc1N,214.27,2.05,64.69,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF140B0>,False,,True,aniline,False,,False,,1,False,False
TRZ01475,Cc1nnc(COCc2ccccc2)nc1C,229.28,2.21,47.9,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14120>,False,,False,,False,,False,,0,False,False
TRZ01476,COc1ccc(-c2nnc(C)c(C)n2)cc1N,230.27,1.75,73.92,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14190>,False,,True,aniline,False,,False,,1,False,False
TRZ01477,Cc1nnc(-c2ccc(Br)cn2)nc1C,265.11,2.31,51.56,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14200>,False,,False,,False,,False,,0,False,False
TRZ01478,Cc1nnc(Cc2cc(F)cc(F)c2)nc1C,235.24,2.36,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14270>,False,,False,,False,,False,,0,False,False
TRZ01479,Cc1nnc(-c2cccc3[nH]ccc23)nc1C,224.27,2.64,54.46,1,3,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF142E0>,False,,False,,False,,False,,0,False,False
TRZ01480,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)no2)cc1,266.3,3.12,64.7,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14350>,False,,False,,False,,False,,0,False,False
TRZ01481,Cc1nnc(-c2cn[nH]c2C)nc1C,189.22,1.19,67.35,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF143C0>,False,,False,,False,,False,,0,False,False
TRZ01482,Cc1nnc(-c2ccn3ccnc3c2)nc1C,225.25,1.8,55.97,0,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14430>,False,,False,,False,,False,,0,False,False
TRZ01483,Cc1nnc(CCOCc2ccccc2)nc1C,243.31,2.25,47.9,0,4,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF144A0>,False,,True,Aliphatic_long_chain,False,,False,,1,False,False
TRZ01484,Cc1nnc(-c2ccc(C#N)cc2F)nc1C,228.23,2.17,62.46,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14510>,False,,False,,False,,False,,0,False,False
TRZ01485,Cc1nnc(-c2nc(Cl)cnc2N)nc1C,236.67,1.18,90.47,1,6,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14580>,False,,False,,False,,False,,0,False,False
TRZ01486,Cc1nnc(-c2ncnc3nc[nH]c23)nc1C,227.23,0.82,93.13,1,6,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF145F0>,False,,False,,False,,False,,0,False,False
TRZ01487,Cc1nnc(-c2cnc3ccc(F)cc3c2N)nc1C,269.28,2.42,77.58,1,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14660>,False,,False,,False,,False,,0,False,False
TRZ01488,Cc1nnc(CCC(=O)Nc2ccc(NC(=O)c3ccc[nH]3)cc2)nc1C,364.41,2.64,112.66,3,5,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF146D0>,False,,False,,False,,False,,0,False,False
TRZ01489,CC(=O)N[C@@H](Cc1ccc(O)cc1)c1nnc(C)c(C)n1,286.34,1.61,88.0,2,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14740>,False,,False,,False,,False,,0,False,False
TRZ01490,Cc1nnc(-c2ccc(CN(c3cccc(Cl)c3)S(C)(=O)=O)nc2)nc1C,403.9,3.17,88.94,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF147B0>,False,,False,,False,,False,,0,False,False
TRZ01491,CCS(=O)(=O)c1ccc(-c2nnc(C)c(C)n2)cc1,277.35,1.95,72.81,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14820>,False,,False,,False,,False,,0,False,False
TRZ01492,Cc1nnc(-c2sc(-c3nnc(C)c(C)n3)c(C)c2C)nc1C,326.43,3.3,77.34,0,7,2,3,2,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14890>,False,,False,,False,,False,,0,False,False
TRZ01493,Cc1nnc(CCCc2ccc(N=NN(C)C)cc2)nc1C,298.39,3.22,66.63,0,5,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14900>,True,azo_A(324),True,diazo_group,True,azo_amino,False,,3,False,False
TRZ01494,Cc1nnc(-c2ccc(N=NN(C)C)cc2)nc1C,256.31,2.72,66.63,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14970>,True,azo_A(324),True,diazo_group,True,azo_amino,False,,3,False,False
TRZ01495,Cc1nnc(-c2ccccc2N=NN(C)C2CCCCC2)nc1C,324.43,4.42,66.63,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF149E0>,True,azo_A(324),True,diazo_group,True,azo_amino,False,,3,False,False
TRZ01496,Cc1cc(N)c(-c2nnc(C)c(C)n2)cc1C,228.3,2.35,64.69,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14A50>,False,,True,aniline,False,,False,,1,False,False
TRZ01497,Cc1ccc(NCc2nnc(C)c(C)n2)cc1F,246.29,2.55,50.7,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14AC0>,False,,False,,False,,False,,0,False,False
TRZ01498,Cc1cc(NCc2nnc(C)c(C)n2)ccc1Cl,262.74,3.06,50.7,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14B30>,False,,False,,False,,False,,0,False,False
TRZ01499,Cc1nnc(CNc2cccc(Cl)c2F)nc1C,266.71,2.89,50.7,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14BA0>,False,,False,,False,,False,,0,False,False
TRZ01500,Cc1ccc2cccc(Cc3nnc(C)c(C)n3)c2c1,263.34,3.54,38.67,0,3,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14C10>,False,,False,,False,,False,,0,False,False
TRZ01501,Cc1nnc(Cc2cccc3ccc(Cl)cc23)nc1C,283.76,3.89,38.67,0,3,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14C80>,False,,False,,False,,False,,0,False,False
TRZ01502,Cc1nnc(COc2cccc(Br)c2)nc1C,294.15,2.83,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14CF0>,False,,False,,False,,False,,0,False,False
TRZ01503,Cc1nnc(-c2ccc3c(c2)CN(c2ccc(F)cc2)C3)nc1C,320.37,3.81,41.91,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14D60>,False,,False,,False,,False,,0,False,False
TRZ01504,Cc1nnc(CNC(=O)c2cccc(F)c2)nc1C,260.27,1.56,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14DD0>,False,,False,,False,,False,,0,False,False
TRZ01505,Cc1nnc(-c2cc(-c3ccccc3)n(-c3ccccc3)n2)nc1C,327.39,4.01,56.49,0,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14E40>,False,,False,,False,,False,,0,False,False
TRZ01506,Cc1nnc(Cn2cnc(-c3ccc(F)cc3)c2)nc1C,283.31,2.54,56.49,0,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14EB0>,False,,False,,False,,False,,0,False,False
TRZ01507,Cc1nnc(CCS(=O)(=O)c2ccc3ccccc3c2)nc1C,327.41,2.66,72.81,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14F20>,False,,False,,False,,False,,0,False,False
TRZ01508,Cc1ccc(OCc2nnc(C)c(C)n2)c(Br)c1,308.18,3.14,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF14F90>,False,,False,,False,,False,,0,False,False
TRZ01509,Cc1ccc2nc(NCc3nnc(C)c(C)n3)nc(-c3ccccc3)c2c1,356.43,4.02,76.48,1,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15000>,False,,False,,False,,False,,0,False,False
TRZ01510,Cc1nnc(Cn2nc(Cc3ccccc3)n(N)c2=O)nc1C,311.35,0.2,104.51,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15070>,False,,False,,False,,False,,0,False,False
TRZ01511,COc1cc(/C=C(/NC(=O)c2ccccc2)c2nnc(C)c(C)n2)cc(OC)c1OC,420.47,3.44,95.46,1,7,7,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF150E0>,False,,False,,False,,False,,0,False,False
TRZ01512,Cc1nnc(CN(CCc2ccccc2)S(=O)(=O)c2ccc(Cl)cc2)nc1C,416.93,3.58,76.05,0,5,7,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15150>,False,,False,,False,,False,,0,False,False
TRZ01513,COc1ccc(-c2c(-c3ccc(OCc4nnc(C)c(C)n4)cc3O)n[nH]c2C)cc1OC,447.5,4.16,115.27,2,8,7,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF151C0>,False,,False,,False,,False,,0,False,False
TRZ01514,Cc1nnc(Cn2cc(C(F)(F)F)ccc2=O)nc1C,284.24,1.72,60.67,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15230>,False,,False,,False,,False,,0,False,False
TRZ01516,Cc1nnc(Cn2ccc(C(F)(F)F)n2)nc1C,257.22,1.75,56.49,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF152A0>,False,,False,,False,,False,,0,False,False
TRZ01517,Cc1nnc(/C=C/c2ccc(-c3ccc(F)cc3)o2)nc1C,295.32,4.06,51.81,0,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15310>,False,,False,,False,,False,,0,False,False
TRZ01518,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)c3c(C)nn(-c4ccccc4)c3n2)cc1,422.49,4.87,78.61,0,6,4,5,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15380>,False,,False,,False,,False,,0,False,False
TRZ01519,Cc1nc(-c2nnc(C)c(C)n2)c(C(F)(F)F)o1,258.2,2.47,64.7,0,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF153F0>,False,,False,,False,,False,,0,False,False
TRZ01520,Cc1nnc(-c2cc(OCC(F)(F)F)nc(OCC(F)(F)F)c2)nc1C,382.26,3.43,70.02,0,6,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15460>,False,,False,,False,,False,,0,False,False
TRZ01521,Cc1nnc(Cn2c3ccc(F)cc3c3nc4ccccc4nc32)nc1C,358.38,3.73,69.38,0,5,2,5,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF154D0>,False,,False,,False,,False,,0,False,False
TRZ01522,Cc1nnc(Cn2nnc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)nc1C,403.29,3.23,82.27,0,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15540>,False,,False,,False,,False,,0,False,False
TRZ01523,CSCCC(NS(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnc(C)c(C)n1,488.48,4.3,84.84,1,6,7,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF155B0>,False,,False,,False,,False,,0,False,False
TRZ01524,COCCCn1c(SCc2nnc(C)c(C)n2)nnc1-c1ccc(C(F)(F)F)cc1,438.48,4.09,78.61,0,7,8,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15620>,False,,True,Aliphatic_long_chain,False,,False,,1,False,False
TRZ01525,Cc1nnc(-c2c(C)noc2-c2ccc(Cl)cc2)nc1C,300.75,3.77,64.7,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15690>,False,,False,,False,,False,,0,False,False
TRZ01526,Cc1nnc(-c2ccc(Oc3cccc(C(F)(F)F)c3)nc2)nc1C,346.31,4.36,60.79,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15700>,False,,False,,False,,False,,0,False,False
TRZ01527,Cc1nnc(-c2csc(-c3ccc(C(F)(F)F)cn3)n2)nc1C,337.33,3.69,64.45,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15770>,False,,False,,False,,False,,0,False,False
TRZ01528,Cc1nnc(C2=NOC3COC4(CCN(c5ncccn5)CC4)OCC23)nc1C,397.44,1.04,107.74,0,10,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF157E0>,False,,False,,False,,False,,0,False,False
TRZ01529,Cc1nnc(CNC(=O)c2ccc([N+](=O)[O-])cc2)nc1C,287.28,1.33,110.91,1,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15850>,False,,True,nitro_group,False,,False,,1,False,False
TRZ01531,Cc1nnc(C2SCCN2S(=O)(=O)c2ccc(Cl)cc2)nc1C,370.89,2.58,76.05,0,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF158C0>,False,,False,,False,,False,,0,False,False
TRZ01532,Cc1cc(OC(C)c2nnc(C)c(C)n2)cc(C)c1Cl,291.78,3.9,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15930>,False,,False,,False,,False,,0,False,False
TRZ01533,CCOC(=O)c1cc(-c2nc(-c3nnc(C)c(C)n3)cs2)c(C)nc1C(F)(F)F,423.42,4.18,90.75,0,8,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF159A0>,False,,False,,False,,False,,0,False,False
TRZ01534,Cc1nnc(CNC(=O)c2c(F)cccc2F)nc1C,278.26,1.7,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15A10>,False,,False,,False,,False,,0,False,False
TRZ01535,Cc1nnc(CS(=O)(=O)c2ccc(C(F)(F)F)cn2)nc1C,332.31,1.88,85.7,0,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15A80>,False,,False,,False,,False,,0,False,False
TRZ01536,Cc1nnc(COc2ccc(SC(F)(F)F)cc2)nc1C,315.32,3.68,47.9,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15AF0>,False,,False,,False,,False,,0,False,False
TRZ01537,Cc1nnc(CS(=O)Cc2cccc(C(F)(F)F)c2)nc1C,329.35,2.96,55.74,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15B60>,False,,False,,False,,False,,0,False,False
TRZ01538,Cc1nnc(CON=Cc2ccc(Cl)cc2Cl)nc1C,311.17,3.35,60.26,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15BD0>,False,,True,imine_1,False,,False,,1,False,False
TRZ01539,Cc1nnc(-c2ccccc2NC(=O)c2c(F)cccc2F)nc1C,340.33,3.69,67.77,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15C40>,False,,False,,False,,False,,0,False,False
TRZ01540,CCOC(=O)c1cn(Cc2nnc(C)c(C)n2)nc1C(F)(F)F,329.28,1.93,82.79,0,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15CB0>,False,,False,,False,,False,,0,False,False
TRZ01541,COc1cc2ncnc(SCc3nnc(C)c(C)n3)c2cc1OC,343.41,2.74,82.91,0,8,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15D20>,False,,False,,False,,False,,0,False,False
TRZ01542,Cc1nnc(CSc2nnc(-c3ccncc3)n2-c2ccccc2)nc1C,375.46,3.42,82.27,0,7,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15D90>,False,,False,,False,,False,,0,False,False
TRZ01543,CSc1sc(-c2nnc(C)c(C)n2)c2c1C=CCC2,289.43,3.9,38.67,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15E00>,False,,False,,False,,False,,0,False,False
TRZ01544,Cc1nnc(-c2ccc(CSc3ccc(C(F)(F)F)cn3)o2)nc1C,366.37,4.45,64.7,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15E70>,False,,False,,False,,False,,0,False,False
TRZ01545,CSc1ncc(-c2nnc(C)c(C)n2)n1C,235.32,1.61,56.49,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15EE0>,False,,False,,False,,False,,0,False,False
TRZ01546,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)c2nnc(C)c(C)n2)cc1,382.49,3.06,84.84,1,5,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15F50>,False,,False,,False,,False,,0,False,False
TRZ01548,Cc1nnc(COc2ncn(-c3ccccc3)n2)nc1C,282.31,1.65,78.61,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF15FC0>,False,,False,,False,,False,,0,False,False
TRZ01549,COc1ccc(C2=NOC(c3nnc(C)c(C)n3)C2)cc1,284.32,2.36,69.49,0,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF16030>,False,,False,,False,,False,,0,False,False
TRZ01550,CCC1CCc2sc(-c3nnc(C)c(C)n3)cc2C1,273.41,3.73,38.67,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF160A0>,False,,False,,False,,False,,0,False,False
TRZ01551,Cc1nnc(-c2cc3ccc4ccccc4c3s2)nc1C,291.38,4.52,38.67,0,4,1,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF16110>,False,,False,,False,,False,,0,False,False
TRZ01552,Cc1nnc(Cn2c(=O)c3c(ncn3CC(C)C)n(Cc3ccccc3)c2=O)nc1C,419.49,1.91,100.49,0,6,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF16180>,False,,False,,False,,False,,0,False,False
TRZ01553,Cc1nnc(-c2c[nH]c3ccc(Cl)cc3c2=O)nc1C,286.72,2.65,71.53,1,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF161F0>,False,,False,,False,,False,,0,False,False
TRZ01554,Cc1nnc(-c2cnn(-c3ccc([N+](=O)[O-])cc3)c2C(F)(F)F)nc1C,364.29,3.27,99.63,0,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF16260>,False,,True,nitro_group,False,,False,,1,False,False
TRZ01555,Cc1ccc2[nH]c(=O)cc(-c3nnc(C)c(C)n3)c2c1,266.3,2.31,71.53,1,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF162D0>,False,,False,,False,,False,,0,False,False
TRZ01556,COc1ccc(CCCc2nnc(SCc3nnc(C)c(C)n3)o2)c(C)c1,385.49,3.66,86.82,0,8,8,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF16340>,False,,False,,False,,False,,0,False,False
TRZ01557,Cc1nnc(C23CC4CC(C2)CC(n2cnc(Cl)n2)(C4)C3)nc1C,344.85,2.98,69.38,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF163B0>,False,,False,,False,,False,,0,False,False
