Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings,mol,Has_Hydrazine,Has_Acyl_Hydrazide
TRZ03270,Cc1ccc(S(=O)(=O)Nc2cc(Cl)cnc2-c2nnc(C)c(C)n2)cc1C(F)(F)F,457.87,4.33,97.73,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492AB0>,False,False
TRZ03271,Cc1cnc(-c2nnc(C)c(C)n2)c(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c1,457.87,4.33,97.73,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492B20>,False,False
TRZ03272,Cc1nnc(-c2ccc(F)c(C#N)c2)nc1C,228.23,2.17,62.46,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492B90>,False,False
TRZ03273,Cc1nnc(-c2ccc(CF)cc2)nc1C,217.25,2.62,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492C00>,False,False
TRZ03274,Cc1nnc(C23CCC(c4nnc(-c5ccccc5C(F)(F)F)n4C)(CC2)CC3)nc1C,442.49,4.85,69.38,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492C70>,False,False
TRZ03276,Cc1nnc(-c2ccc(F)cc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc1C,414.51,4.39,84.84,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492CE0>,False,False
TRZ03279,Cc1nnc(-c2cc(F)c(F)cc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc1C,432.5,4.53,84.84,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492D50>,False,False
TRZ03280,Cc1nnc(Cn2c(=O)c3cc(F)c(NC4CCCCC4)cc3n(C3CCCC3)c2=O)nc1C,466.56,4.01,94.7,1,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492DC0>,False,False
TRZ03281,Cc1nnc(/C=C/Cn2c(=O)c3cc(F)c(NC4CCCCC4)cc3n(C3CCCC3)c2=O)nc1C,492.6,4.68,94.7,1,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492E30>,False,False
TRZ03282,Cc1nnc(Cc2c(F)cc3ncc(-c4cnn(C)c4)cc3c2F)nc1C,366.38,3.31,69.38,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492EA0>,False,False
TRZ03283,Cc1nnc(Cc2ccc3ncc(Br)cc3c2F)nc1C,347.19,3.53,51.56,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492F10>,False,False
TRZ03284,Cc1nnc(Cc2cc3cc(-c4cnn(C)c4)cnc3cc2F)nc1C,348.39,3.17,69.38,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492F80>,False,False
TRZ03285,Cc1nnc(Cc2c(F)cc3ncc(Br)cc3c2F)nc1C,365.18,3.67,51.56,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492FF0>,False,False
TRZ03286,Cc1nnc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)nc1C,441.42,4.15,97.1,2,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493060>,False,False
TRZ03288,Cc1nnc(-c2[nH]ncc2NC(=O)c2c(F)cccc2F)nc1C,330.3,2.41,96.45,2,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274930D0>,False,False
TRZ03290,C=CCOc1ccc(-c2nnc(C)c(C)n2)cc1C(F)(F)F,309.29,3.74,47.9,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493140>,False,False
TRZ03292,Cc1nnc(-c2ccc(OCc3ccccc3)c(C(F)(F)F)c2)nc1C,359.35,4.75,47.9,0,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274931B0>,False,False
TRZ03293,CCOC(=O)C1CCC(c2ccc(NC(=O)c3nnc(C)c(C)n3)c(F)c2)CC1,400.45,3.72,94.07,1,6,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493220>,False,False
TRZ03294,Cc1nnc(C(=O)Nc2ccc(C3CCC(C(=O)OC(C)(C)C)CC3)cc2F)nc1C,428.51,4.5,94.07,1,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493290>,False,False
TRZ03295,Cc1nnc(C(=O)Nc2ccc(C3CCC(C)CC3)cc2F)nc1C,342.42,4.17,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493300>,False,False
TRZ03297,Cc1nnc(-c2nn(-c3cccc(C(F)(F)F)c3)ccc2=O)nc1C,347.3,2.72,73.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493370>,False,False
TRZ03298,Cc1nnc([C@@H](Cc2ccc(F)cn2)NC(=O)OC(C)(C)C)nc1C,347.39,2.83,89.89,1,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274933E0>,False,False
TRZ03299,Cc1nnc([C@@H](Cc2ccc(F)cc2)NC(=O)OC(C)(C)C)nc1C,346.41,3.44,77.0,1,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493450>,False,False
TRZ03300,COc1cc(F)c(C(Nc2ccc(C(=N)N)cc2)c2nnc(C)c(C)n2)cc1OC,410.45,3.13,119.03,3,7,7,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274934C0>,False,False
TRZ03301,CCOc1cc(C(Nc2ccc(C(=N)N)cc2)c2nnc(C)c(C)n2)c(F)cc1OC(C)C,452.53,4.3,119.03,3,7,9,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493530>,False,False
TRZ03302,Cc1nnc(-c2cc(F)c(OC[C@H]3COC(C)(C)N3C(=O)OC(C)(C)C)cc2Cl)nc1C,466.94,4.7,86.67,0,7,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274935A0>,False,False
TRZ03303,Cc1nnc(-c2cc(F)c(OCC3COC(C)(C)N3C(=O)OC(C)(C)C)cc2Cl)nc1C,466.94,4.7,86.67,0,7,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493610>,False,False
TRZ03305,Cc1nnc(-c2cccc(Cn3nc(-c4cc(F)cc(F)c4)ccc3=O)c2)nc1C,405.41,3.71,73.56,0,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493680>,False,False
TRZ03308,Cc1nnc(-c2cccc(-c3ccccc3OC(F)(F)F)c2)nc1C,345.32,4.72,47.9,0,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274936F0>,False,False
TRZ03312,Cc1nnc(-c2cc3c(/C=C/c4cccnc4)nn(C)c3cc2F)nc1C,360.4,3.75,69.38,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493760>,False,False
TRZ03313,COc1c(-c2nnc(C)c(C)n2)ccc2[nH]nc(/C=C/c3cccc(F)c3)c12,375.41,4.35,76.58,1,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274937D0>,False,False
TRZ03314,CC(=O)C[C@H]1CN(c2ccc(-c3nnc(C)c(C)n3)c(F)c2)C(=O)O1,344.35,2.6,85.28,0,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493840>,False,False
TRZ03315,Cc1nnc(-c2ccc(F)c(F)c2Nc2ccc(I)cc2F)nc1C,456.21,4.92,50.7,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274938B0>,False,False
TRZ03316,CCc1ccc(Nc2c(-c3nnc(C)c(C)n3)ccc(F)c2F)c(F)c1,358.37,4.88,50.7,1,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493920>,False,False
TRZ03318,COc1cnc(-c2cc(Cl)ccc2F)nc1Nc1ccncc1-c1nnc(C)c(C)n1,437.87,4.55,98.6,1,8,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493990>,False,False
TRZ03319,Cc1nnc(-c2cc(-c3ccc(C(F)(F)F)cc3)nn2C)nc1C,333.32,3.57,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493A00>,False,False
TRZ03320,Cc1nnc(COc2ccccc2C(F)(F)F)nc1C,283.25,3.09,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493A70>,False,False
TRZ03321,Cc1nnc(-c2ccc([N+](=O)[O-])cc2F)nc1C,248.22,2.2,81.81,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493AE0>,False,False
TRZ03322,Cc1nnc(-c2ccc(F)c(C(F)(F)F)c2)nc1C,271.22,3.31,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493B50>,False,False
TRZ03323,Cc1nnc(C(=O)NCc2ccc(F)cc2F)nc1C,278.26,1.7,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493BC0>,False,False
TRZ03324,Cc1nnc(C(=O)NCc2ccc(F)c(Cl)c2)nc1C,294.72,2.21,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493C30>,False,False
TRZ03325,Cc1nnc(-c2cc(F)c(F)c(F)c2)nc1C,239.2,2.57,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493CA0>,False,False
TRZ03326,Cc1cc(-c2nnc(C)c(C)n2)ccc1F,217.25,2.6,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493D10>,False,False
TRZ03327,Cc1nnc(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)nc1C,351.38,2.83,45.15,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493D80>,False,False
TRZ03328,Cc1nnc(CCCCSc2ccc(F)cc2)nc1C,291.4,3.74,38.67,0,4,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493DF0>,False,False
TRZ03329,Cc1nnc(CCN(C)c2ccc(F)cc2)nc1C,260.32,2.31,41.91,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493E60>,False,False
TRZ03330,Cc1nnc(C(=O)NCc2cc(F)ccc2F)nc1C,278.26,1.7,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493ED0>,False,False
TRZ03331,Cc1nnc(-c2ccc(N)c(F)c2)nc1C,218.23,1.88,64.69,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27493F40>,False,False
TRZ03332,Cc1nnc(CN2CCn3c(nnc3C(F)(F)F)C2)nc1C,313.29,1.11,72.62,0,6,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494040>,False,False
TRZ03333,Cc1nnc(-c2c(F)cc(F)cc2F)nc1C,239.2,2.57,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274940B0>,False,False
TRZ03334,Cc1nnc(-c2cnn(-c3ccc(F)cc3)c2)nc1C,269.28,2.48,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494120>,False,False
TRZ03338,Cc1nnc(-c2cccc(C(F)(F)F)c2Cl)nc1C,287.67,3.83,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494190>,False,False
TRZ03339,COc1cc(-c2nnc(C)c(C)n2)c(F)cc1-c1cnc(C)o1,314.32,3.27,73.93,0,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494200>,False,False
TRZ03342,Cc1nnc([C@H]2CCCN(C(=O)c3ccc(F)cc3)C2)nc1C,314.36,2.65,58.98,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494270>,False,False
TRZ03343,Cc1nnc(CC(CCO)c2cccc(C(F)(F)F)c2)nc1C,325.33,3.22,58.9,1,4,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274942E0>,False,False
TRZ03344,Cc1nnc(CC(CCBr)c2cccc(C(F)(F)F)c2)nc1C,388.23,4.62,38.67,0,3,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494350>,False,False
TRZ03345,Cc1nnc(-c2ccc3ccn(CCF)c3c2)nc1C,270.31,3.08,43.6,0,3,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274943C0>,False,False
TRZ03347,Cc1nnc(C(C)(C)S(=O)(=O)c2ccc(F)cc2)nc1C,309.37,2.34,72.81,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494430>,False,False
TRZ03348,CCN(CC)C(=O)C(c1ccccc1)N1CCN(c2ccc(-c3nnc(C)c(C)n3)cc2F)CC1,476.6,4.03,65.46,0,6,7,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274944A0>,False,False
TRZ03349,Cc1nnc(-c2cn(C)c(=O)c(F)c2Nc2ccc(Br)cc2F)nc1C,422.23,3.64,72.7,1,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494510>,False,False
TRZ03350,Cc1nnc(-c2cn(C)c(=O)c(C)c2Nc2ccc(Br)cc2F)nc1C,418.27,3.81,72.7,1,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494580>,False,False
TRZ03351,Cc1nnc(-c2cnc3ccc(N4CCC[C@@H]4c4cccc(F)c4)nn23)nc1C,389.44,3.68,72.1,0,6,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274945F0>,False,False
TRZ03352,Cc1nnc(-c2ccc3c(C(F)(F)F)ccnc3c2)nc1C,304.27,3.72,51.56,0,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494660>,False,False
TRZ03353,Cc1nnc(-c2cc3nc(CF)cc(CF)c3cc2CF)nc1C,332.33,4.11,51.56,0,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274946D0>,False,False
TRZ03354,Cc1nnc(CNC(=O)c2cncc3c2cnn3-c2ccc(F)cc2)nc1C,377.38,2.29,98.48,1,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494740>,False,False
TRZ03355,Cc1nnc(Cc2c(-c3ccc(F)cc3)nc3ccc(N4CCCC4)nn23)nc1C,403.47,3.53,72.1,0,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274947B0>,False,False
TRZ03356,Cc1ccc2nc(-c3ccc(F)cc3)c(Cc3nnc(C)c(C)n3)n2n1,348.39,3.24,68.86,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494820>,False,False
TRZ03357,Cc1nnc(C(C)c2nc(C(F)(F)F)cs2)nc1C,288.3,3.12,51.56,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494890>,False,False
TRZ03358,Cc1nnc(-c2cccc(NS(=O)(=O)C(F)(F)F)c2)nc1C,332.31,2.42,84.84,1,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494900>,False,False
TRZ03359,Cc1nnc(-c2ccc(Br)cc2F)nc1C,282.12,3.06,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494970>,False,False
TRZ03360,Cc1nnc(C(=O)Nc2cccc(C(F)(F)F)c2F)nc1C,314.24,2.9,67.77,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274949E0>,False,False
TRZ03361,Cc1nnc(C(=O)Nc2cccc(C(F)(F)F)c2Cl)nc1C,330.7,3.41,67.77,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494A50>,False,False
TRZ03362,Cc1nnc(C(=O)Nc2cccc(C(F)(F)F)c2C)nc1C,310.28,3.07,67.77,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494AC0>,False,False
TRZ03363,Cc1nnc(C(CCCCl)c2cccc(F)c2)nc1C,293.77,3.78,38.67,0,3,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494B30>,False,False
TRZ03364,Cc1nnc(C(CCCCl)c2cccc3c2OC(F)(F)O3)nc1C,355.77,3.96,57.13,0,5,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494BA0>,False,False
TRZ03365,Cc1nnc(C(CCCl)c2cc(F)c(F)c(F)c2)nc1C,315.73,3.67,38.67,0,3,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494C10>,False,False
TRZ03367,Cc1ccc(-c2nnc(C)c(C)n2)c(NC(=O)c2cc(C(F)(F)F)nn2-c2ncccc2Cl)c1,487.87,4.97,98.48,1,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494C80>,False,False
TRZ03369,Cc1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ncccc2Cl)c(-c2nnc(C)c(C)n2)c1,487.87,4.97,98.48,1,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494CF0>,False,False
TRZ03377,CCn1nc(C(F)(F)F)cc1C(=O)Nc1c(C)cc(Cl)cc1-c1nnc(C)c(C)n1,438.84,4.6,85.59,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494D60>,False,False
TRZ03378,Cc1cccc(-c2nnc(C)c(C)n2)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,487.87,4.97,98.48,1,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494DD0>,False,False
TRZ03382,Cc1cccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ncccc2Cl)c1-c1nnc(C)c(C)n1,487.87,4.97,98.48,1,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494E40>,False,False
TRZ03384,Cc1cc(Cl)cc(-c2nnc(C)c(C)n2)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ccccn1,487.87,4.97,98.48,1,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494EB0>,False,False
TRZ03386,Cc1nnc(Cc2cccc(F)c2F)nc1C,235.24,2.36,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494F20>,False,False
TRZ03388,Cc1nnc(-c2nn(Cc3ccc(F)cc3F)c3cc(F)ccc23)nc1C,369.35,3.97,56.49,0,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27494F90>,False,False
TRZ03390,Cc1nnc(-c2nn(Cc3ccc(F)cc3Cl)c3cc(CF)ccc23)nc1C,399.83,4.82,56.49,0,4,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495000>,False,False
TRZ03400,Cc1nnc(-c2nn(Cc3ccc(F)cc3F)c3cc(N(C)C)ccc23)nc1C,394.43,3.9,59.73,0,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274950E0>,False,False
TRZ03405,Cc1nnc(/C=C/c2nn(Cc3ccc(Cl)cc3F)c3cc(N(C)C)ccc23)nc1C,436.92,4.92,59.73,0,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495150>,False,False
TRZ03406,Cc1nnc(C=Cc2nn(Cc3ccc(Cl)cc3F)c3cc(N(C)C)ccc23)nc1C,436.92,4.92,59.73,0,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274951C0>,False,False
TRZ03407,Cc1ccc2c(-c3nnc(C)c(C)n3)nn(Cc3ccc(Cl)cc3F)c2c1,381.84,4.65,56.49,0,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495230>,False,False
TRZ03408,Cc1nnc(-c2nn(Cc3ccc(F)cc3Cl)c3cc(N(C)C)ccc23)nc1C,410.88,4.41,59.73,0,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274952A0>,False,False
TRZ03411,Cc1nnc(-c2nn(Cc3ccc(F)cc3F)c3c2C=CN(C(F)(F)F)C3)nc1C,422.36,3.98,59.73,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495310>,False,False
TRZ03413,Cc1nnc(/C=C/c2nn(Cc3ccc(F)cc3F)c3cc(CO)ccc23)nc1C,407.42,3.83,76.72,1,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274953F0>,False,False
TRZ03414,Cc1nnc(C=Cc2nn(Cc3ccc(F)cc3F)c3cc(CO)ccc23)nc1C,407.42,3.83,76.72,1,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495460>,False,False
TRZ03420,Cc1nnc(-c2nn(Cc3ccc(F)cc3F)c3cc(OC(F)(F)F)ccc23)nc1C,435.36,4.73,65.72,0,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274954D0>,False,False
TRZ03423,Cc1nnc(-c2nn(Cc3ccc(Cl)cc3F)c3cc(CO)ccc23)nc1C,397.84,3.84,76.72,1,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495540>,False,False
TRZ03431,COc1ccc2c(-c3nnc(C)c(C)n3)nn(Cc3ccc(F)cc3F)c2c1,381.39,3.84,65.72,0,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274955B0>,False,False
TRZ03432,Cc1ccc2c(C=Cc3nnc(C)c(C)n3)nn(Cc3ccc(F)cc3F)c2c1,391.43,4.64,56.49,0,4,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495620>,False,False
TRZ03433,Cc1nnc(-c2nn(Cc3ccc(F)cc3F)c3ccc(Cl)cc23)nc1C,385.81,4.49,56.49,0,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495690>,False,False
TRZ03438,Cc1nnc(-c2nn(Cc3ccc(F)cc3Cl)c3cc(F)ccc23)nc1C,385.81,4.49,56.49,0,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495700>,False,False
TRZ03441,Cc1nnc(-c2nn(Cc3ccc(F)cc3Cl)c3cccnc23)nc1C,368.8,3.74,69.38,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495770>,False,False
TRZ03443,Cc1nnc(/C=C/c2nn(Cc3ccc(F)cc3Cl)c3cc(CO)ccc23)nc1C,423.88,4.34,76.72,1,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274957E0>,False,False
TRZ03444,Cc1nnc(C=Cc2nn(Cc3ccc(F)cc3Cl)c3cc(CO)ccc23)nc1C,423.88,4.34,76.72,1,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495850>,False,False
TRZ03445,Cc1nnc(-c2nn(Cc3ccc(F)cc3F)c3cc(CO)ccc23)nc1C,381.39,3.32,76.72,1,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274958C0>,False,False
TRZ03446,Cc1nnc(-c2nn(Cc3ccc(F)cc3F)c3cccnc23)nc1C,352.35,3.23,69.38,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495930>,False,False
TRZ03448,COc1ccc2c(-c3nnc(C)c(C)n3)nn(Cc3ccc(Cl)cc3F)c2c1,397.84,4.35,65.72,0,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274959A0>,False,False
TRZ03453,Cc1nnc(/C=C/c2nn(Cc3ccc(Cl)cc3F)c3cc(CO)ccc23)nc1C,423.88,4.34,76.72,1,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495A10>,False,False
TRZ03454,Cc1nnc(C=Cc2nn(Cc3ccc(Cl)cc3F)c3cc(CO)ccc23)nc1C,423.88,4.34,76.72,1,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495A80>,False,False
TRZ03459,Cc1nnc(-c2nn(Cc3ccc(F)cc3F)c3cc(CF)ccc23)nc1C,383.38,4.3,56.49,0,4,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495AF0>,False,False
TRZ03460,Cc1nnc(-c2nn(Cc3ccc(Cl)cc3F)c3cc(CF)ccc23)nc1C,399.83,4.82,56.49,0,4,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495B60>,False,False
TRZ03461,Cc1nnc(-c2nn(Cc3ccc(F)cc3F)c3cc(C(F)F)ccc23)nc1C,401.37,4.77,56.49,0,4,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495BD0>,False,False
TRZ03463,Cc1nnc(/C=C/c2nn(Cc3ccc(F)cc3F)c3cc(N(C)C)ccc23)nc1C,420.47,4.4,59.73,0,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495C40>,False,False
TRZ03464,Cc1nnc(C=Cc2nn(Cc3ccc(F)cc3F)c3cc(N(C)C)ccc23)nc1C,420.47,4.4,59.73,0,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495CB0>,False,False
TRZ03465,Cc1nnc(/C=C/c2nn(Cc3ccc(F)cc3F)c3cc(CF)ccc23)nc1C,409.42,4.8,56.49,0,4,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495D20>,False,False
TRZ03466,Cc1nnc(C=Cc2nn(Cc3ccc(F)cc3F)c3cc(CF)ccc23)nc1C,409.42,4.8,56.49,0,4,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495D90>,False,False
TRZ03469,Cc1nnc(/C=C/c2nn(Cc3ccc(F)cc3Cl)c3cc(N(C)C)ccc23)nc1C,436.92,4.92,59.73,0,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495E00>,False,False
TRZ03470,Cc1nnc(C=Cc2nn(Cc3ccc(F)cc3Cl)c3cc(N(C)C)ccc23)nc1C,436.92,4.92,59.73,0,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495E70>,False,False
TRZ03471,Cc1nnc(-c2nn(Cc3ccc(Cl)cc3F)c3cc(F)ccc23)nc1C,385.81,4.49,56.49,0,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495EE0>,False,False
TRZ03472,Cc1nnc(-c2nn(Cc3ccc(Cl)cc3F)c3cccnc23)nc1C,368.8,3.74,69.38,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495F50>,False,False
TRZ03473,Cc1nnc(-c2nn(Cc3ccc(Cl)cc3F)c3cc(N(C)C)ccc23)nc1C,410.88,4.41,59.73,0,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27495FC0>,False,False
TRZ03474,Cc1nnc(-c2ccc(-c3cnc4ccc(NC5CCOCC5)nn34)cc2F)nc1C,419.46,3.6,90.12,1,7,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27496030>,False,False
TRZ03475,Cc1cc(Br)ccc1Nc1c(-c2nnc(C)c(C)n2)cc2[nH]cnc2c1F,427.28,4.99,79.38,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274960A0>,False,False
TRZ03476,Cc1nnc(-c2nn(Cc3ccc(F)cc3Cl)c3cc(CO)ccc23)nc1C,397.84,3.84,76.72,1,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27496110>,False,False
TRZ03479,Cc1cc(-c2nnc(C)c(C)n2)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1F,428.53,4.7,84.84,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27496180>,False,False
