Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings,mol,Has_Hydrazine,Has_Acyl_Hydrazide
TRZ03119,Cc1nnc(C(C)(Cc2ccc(F)cc2)N(C(=O)O)C(C)(C)C)nc1C,360.43,3.86,79.21,1,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F220>,False,False
TRZ03120,Cc1nnc(C(C)(Cc2ccc(F)cc2)NC(=O)OC(C)(C)C)nc1C,360.43,3.61,77.0,1,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F290>,False,False
TRZ03121,Cc1nnc(-c2c(O)cccc2F)nc1C,219.22,2.0,58.9,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F300>,False,False
TRZ03122,Cc1nnc([C@@H]2CC=C(c3cccc(F)c3Cl)CC2)nc1C,317.8,4.63,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F370>,False,False
TRZ03123,Cc1nnc([C@@H]2CC=C(c3cc(F)ccn3)CC2)nc1C,284.34,3.37,51.56,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F3E0>,False,False
TRZ03124,Cc1nnc([C@@H]2CC=C(c3ncccc3F)CC2)nc1C,284.34,3.37,51.56,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F450>,False,False
TRZ03125,Cc1nnc([C@@H]2CC=C(c3ccc(F)cc3)CC2)nc1C,283.35,3.98,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F4C0>,False,False
TRZ03126,Cc1nnc(-c2cccnc2NCc2ccc(F)cc2)nc1C,309.35,3.3,63.59,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F530>,False,False
TRZ03127,Cc1nnc(-c2ccc(C(F)(F)F)cc2[N+](=O)[O-])nc1C,298.22,3.08,81.81,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F5A0>,False,False
TRZ03128,Cc1nnc(-c2cccnc2NCc2ccc(F)c(F)c2)nc1C,327.34,3.44,63.59,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F610>,False,False
TRZ03130,Cc1nnc(C(F)(F)c2ccc3occc3c2)nc1C,275.26,3.37,51.81,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F680>,False,False
TRZ03131,Cc1nnc(-c2c(NC(=O)c3ccc(F)cc3)cnn2C)nc1C,326.34,2.28,85.59,1,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F6F0>,False,False
TRZ03132,Cc1nnc(-c2ccc(NC(=O)c3ccccc3F)cc2)nc1C,322.34,3.55,67.77,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F760>,False,False
TRZ03133,Cc1nnc(-c2ccc(NC(=O)C3CCCCC3)cc2C(F)(F)F)nc1C,378.4,4.69,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F7D0>,False,False
TRZ03134,Cc1nnc(-c2ccc(NC(=O)c3ccccc3F)cc2F)nc1C,340.33,3.69,67.77,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F840>,False,False
TRZ03135,COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(C)c(C)n1,352.37,3.56,77.0,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F8B0>,False,False
TRZ03136,Cc1nnc(-c2ccc(NC(=O)c3ccccc3)cc2F)nc1C,322.34,3.55,67.77,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F920>,False,False
TRZ03137,Cc1nnc(-c2ccc(NC(=O)c3cccc(F)c3)cc2)nc1C,322.34,3.55,67.77,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748F990>,False,False
TRZ03138,CCc1cc(-c2nnc(C)c(C)n2)ccc1NC(=O)c1ccccc1F,350.4,4.11,67.77,1,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FA00>,False,False
TRZ03139,Cc1nnc(-c2ccc(NC(=O)c3ccccc3F)cc2C(F)(F)F)nc1C,390.34,4.57,67.77,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FA70>,False,False
TRZ03140,CCc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(C)c(C)n1,350.4,4.11,67.77,1,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FAE0>,False,False
TRZ03141,COc1cc(NC(=O)c2c(F)cccc2F)ccc1-c1nnc(C)c(C)n1,370.36,3.69,77.0,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FB50>,False,False
TRZ03142,Cc1nnc(-c2ccc(NC(=O)c3ccccc3F)cc2Cl)nc1C,356.79,4.2,67.77,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FBC0>,False,False
TRZ03143,COc1cc(NC(=O)c2ccc(F)cc2)ccc1-c1nnc(C)c(C)n1,352.37,3.56,77.0,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FC30>,False,False
TRZ03144,Cc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(C)c(C)n1,336.37,3.86,67.77,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FCA0>,False,False
TRZ03145,Cc1nnc(-c2ccc(NC(=O)c3ccccc3F)c(F)c2)nc1C,340.33,3.69,67.77,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FD10>,False,False
TRZ03146,Cc1nnc(-c2ccc(NC(=O)c3ccccc3)cc2C(F)(F)F)nc1C,372.35,4.43,67.77,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FD80>,False,False
TRZ03147,Cc1nnc(-c2ccc(NC(=O)c3c(F)cccc3F)cc2)nc1C,340.33,3.69,67.77,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FDF0>,False,False
TRZ03148,COc1cc(NC(=O)c2cccc(F)c2)ccc1-c1nnc(C)c(C)n1,352.37,3.56,77.0,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FE60>,False,False
TRZ03149,Cc1nnc(-c2cn3ccnc3c(F)c2Nc2ccc(Br)cc2F)nc1C,431.24,4.59,68.0,1,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FED0>,False,False
TRZ03150,Cc1nnc(-c2ccc(Br)c(F)c2)nc1C,282.12,3.06,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2748FF40>,False,False
TRZ03151,Cc1nnc(Cc2c(F)cc3ncccc3c2F)nc1C,286.29,2.91,51.56,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490040>,False,False
TRZ03152,Cc1nnc(Cc2cc3cccnc3cc2F)nc1C,268.3,2.77,51.56,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274900B0>,False,False
TRZ03153,Cc1nnc(-c2cnc(N3CC(Oc4ccccc4C(F)(F)F)C3)s2)nc1C,407.42,3.9,64.03,0,7,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490120>,False,False
TRZ03154,Cc1nnc(-c2ccc(N3CC(Cc4ccccc4C(F)(F)F)C3)nn2)nc1C,400.41,3.64,67.69,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490190>,False,False
TRZ03155,Cc1nnc(-c2ccc(N3CC(OCc4ccccc4C(F)(F)F)C3)nn2)nc1C,416.41,3.37,76.92,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490200>,False,False
TRZ03156,[C-]#[N+]c1ccc(N(Cc2nnc(C)c(C)n2)CC(F)(F)F)cc1C(F)(F)F,389.3,4.63,46.27,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490270>,False,False
TRZ03157,Cc1nnc(Cn2c(C(F)F)cc3c(Cl)c(C#N)ccc32)nc1C,347.76,3.95,67.39,0,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274902E0>,False,False
TRZ03161,Cc1nnc(-c2ccc(F)c(O)c2)nc1C,219.22,2.0,58.9,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490350>,False,False
TRZ03162,Cc1nnc(CCN(Cc2cc3c(cc2F)OCCO3)C(=O)OC(C)(C)C)nc1C,418.47,3.38,86.67,0,7,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274903C0>,False,False
TRZ03163,Cc1nnc(-c2cc(-c3cccc(F)c3)no2)nc1C,270.27,2.95,64.7,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490430>,False,False
TRZ03164,Cc1nnc(-c2cc(-c3cccc(F)c3)on2)nc1C,270.27,2.95,64.7,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274904A0>,False,False
TRZ03165,Cc1nnc(-c2cc3cc(F)ccc3cn2)nc1C,254.27,2.84,51.56,0,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490510>,False,False
TRZ03166,Cc1cc(-c2nnc(C)c(C)n2)cc2c1C(=O)N(Cc1ccc(OC(F)(F)F)cc1)C2,428.41,4.52,68.21,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490580>,False,False
TRZ03167,Cc1nnc(-c2c(Nc3ccc(Br)cc3F)c(F)c(=O)n3c2CCC3)nc1C,448.27,4.05,72.7,1,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274905F0>,False,False
TRZ03168,Cc1nnc(C[C@@H](Cc2cc(F)ccc2F)NC(=O)OC(C)(C)C)nc1C,378.42,3.45,77.0,1,5,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490660>,False,False
TRZ03169,Cc1nnc(C[C@@H](Cc2cc(F)c(F)cc2F)NC(=O)OC(C)(C)C)nc1C,396.41,3.58,77.0,1,5,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274906D0>,False,False
TRZ03170,[C-]#[N+]c1cc(F)ccc1N1CCC(CNC(=O)[C@@H]2OC(C)(C)O[C@H]2c2nnc(C)c(C)n2)CC1,468.53,3.4,93.83,1,7,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490740>,False,False
TRZ03172,Cc1nnc(CC[C@H](Cc2ccc(C(F)(F)F)cc2)NC(=O)OC(C)(C)C)nc1C,424.47,4.58,77.0,1,5,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274907B0>,False,False
TRZ03173,Cc1nnc(CC[C@H](Cc2ccc(C(F)(F)F)nc2)NC(=O)OC(C)(C)C)nc1C,425.46,3.97,89.89,1,6,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490820>,False,False
TRZ03175,Cc1ccc(-c2nnc(C)c(C)n2)cc1C(F)(F)F,267.25,3.48,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490890>,False,False
TRZ03178,CC(=O)N1CCN(c2ccc(C(F)(F)F)c(CCc3ccc(Cc4nnc(C)c(C)n4)cc3)n2)CC1,498.55,3.95,75.11,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490900>,False,False
TRZ03179,Cc1nnc(Cc2ccc(CCc3nc(N4CCNCC4)ccc3C(F)(F)F)cc2)nc1C,456.52,3.69,66.83,1,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490970>,False,False
TRZ03180,Cc1ccc2c(-c3nnc(C)c(C)n3)nn(Cc3ccc(F)cc3Cl)c2c1,381.84,4.65,56.49,0,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274909E0>,False,False
TRZ03181,Cc1ccc2c(-c3nnc(C)c(C)n3)nn(Cc3ccc(F)cc3F)c2c1,365.39,4.14,56.49,0,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490A50>,False,False
TRZ03182,Cc1ccc2c(c1)c(-c1nnc(C)c(C)n1)nn2Cc1ccc(F)cc1F,365.39,4.14,56.49,0,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490AC0>,False,False
TRZ03183,Cc1nnc(C(C)c2cc3cccnc3cc2F)nc1C,282.32,3.33,51.56,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490B30>,False,False
TRZ03184,Cc1nnc(C(F)(F)c2cccc(-c3ncc(Br)cn3)c2)nc1C,392.21,3.85,64.45,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490BA0>,False,False
TRZ03185,Cc1nnc(C(F)(F)c2cccc(Br)c2)nc1C,314.13,3.39,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490C10>,False,False
TRZ03186,COC(=O)C1CCC(Oc2ncc(CC(=O)c3nnc(C)c(C)n3)cc2F)CC1,402.43,2.56,104.16,0,8,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490C80>,False,False
TRZ03187,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc4nc(-c5nnc(C)c(C)n5)cn4c3)c(F)c2)C(=O)O1,475.48,3.07,114.61,1,7,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490CF0>,False,False
TRZ03188,Cc1nnc(C(C)(C)Oc2ccc(C(F)(F)F)cc2Cl)nc1C,345.75,4.47,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490D60>,False,False
TRZ03189,Cc1nnc(C(C)(C)Oc2c(F)cc(Cl)cc2F)nc1C,313.74,3.73,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490DD0>,False,False
TRZ03190,Cc1nnc(C(C)(C)Oc2c(F)cc(F)cc2F)nc1C,297.28,3.22,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490E40>,False,False
TRZ03191,Cc1nnc(C(C)(C)Oc2cc(F)c(F)cc2F)nc1C,297.28,3.22,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490EB0>,False,False
TRZ03192,Cc1nnc(C(C)(C)Oc2ccc(F)cc2F)nc1C,279.29,3.08,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490F20>,False,False
TRZ03194,Cc1cc(F)c(OC(C)(C)c2nnc(C)c(C)n2)c(F)c1,293.32,3.39,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27490F90>,False,False
TRZ03195,Cc1nnc(C(C)(C)Oc2ccc(F)c(F)c2)nc1C,279.29,3.08,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491000>,False,False
TRZ03196,Cc1nnc(C(C)(C)Oc2ccc(C#N)c(F)c2)nc1C,286.31,2.81,71.69,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491070>,False,False
TRZ03197,Cc1nnc(C(C)(C)Oc2ccc(C(F)(F)F)cc2)nc1C,311.31,3.82,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274910E0>,False,False
TRZ03198,Cc1nnc(C2(Oc3ccc(C(F)(F)F)cc3)CCC2)nc1C,323.32,3.97,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491150>,False,False
TRZ03199,Cc1nnc(C(C)(C)Oc2cccc(F)c2)nc1C,261.3,2.94,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274911C0>,False,False
TRZ03200,Cc1nnc(C(C)(C)Oc2ccccc2C(F)(F)F)nc1C,311.31,3.82,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491230>,False,False
TRZ03201,Cc1nnc(C(C)(C)Oc2c(F)cccc2F)nc1C,279.29,3.08,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274912A0>,False,False
TRZ03202,Cc1nnc(C(C)(C)Oc2cc(F)cc(F)c2)nc1C,279.29,3.08,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491310>,False,False
TRZ03203,Cc1nnc(C(C)(C)Oc2ccc(F)cc2Cl)nc1C,295.75,3.6,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491380>,False,False
TRZ03204,Cc1nnc(C(C)(C)Oc2ccc(Cl)cc2F)nc1C,295.75,3.6,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274913F0>,False,False
TRZ03205,COc1cc(F)ccc1OC(C)(C)c1nnc(C)c(C)n1,291.33,2.95,57.13,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491460>,False,False
TRZ03206,Cc1nnc(C(C)(C)Oc2ccc(OC(F)(F)F)cc2)nc1C,327.31,3.7,57.13,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274914D0>,False,False
TRZ03207,Cc1cc(Cl)ccc1Cc1c(-c2nnc(C)c(C)n2)cc2[nH]cnc2c1F,381.84,4.72,67.35,1,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491540>,False,False
TRZ03208,Cc1ccc(-c2nc3ccc(F)cn3c2Cc2noc(-c3nnc(C)c(C)n3)n2)cc1,415.43,3.89,94.89,0,7,4,5,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274915B0>,False,False
TRZ03209,Cc1nnc(-c2c(Cc3ccc(I)cc3F)n(C)c(=O)n(C)c2=O)nc1C,481.27,1.89,82.67,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491620>,False,False
TRZ03210,COc1cc(F)c(F)cc1Cc1nnc(C)c(C)n1,265.26,2.37,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491690>,False,False
TRZ03213,Cc1nnc(C2CCC(c3ccc(F)cc3)CC2)nc1C,285.37,4.07,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491700>,False,False
TRZ03214,Cc1nnc(C2CCC(c3cccc(F)c3Cl)CC2)nc1C,319.81,4.72,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491770>,False,False
TRZ03215,COc1ccc(F)cc1C1CCC(c2nnc(C)c(C)n2)CC1,315.39,4.08,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274917E0>,False,False
TRZ03216,Cc1nnc(C2CCC(c3cccc(OC(F)(F)F)c3)CC2)nc1C,351.37,4.83,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491850>,False,False
TRZ03217,Cc1nnc(C2CC=C(c3ccc(F)cc3)CC2)nc1C,283.35,3.98,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274918C0>,False,False
TRZ03218,Cc1nnc(C2CC=C(c3cc(F)ccn3)CC2)nc1C,284.34,3.37,51.56,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491930>,False,False
TRZ03219,Cc1nnc(C2CC=C(c3cccc(OC(F)(F)F)c3)CC2)nc1C,349.36,4.74,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274919A0>,False,False
TRZ03220,Cc1nnc(C2CC=C(c3cccc(F)c3Cl)CC2)nc1C,317.8,4.63,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491A10>,False,False
TRZ03221,COc1ccc(F)cc1C1=CCC(c2nnc(C)c(C)n2)CC1,313.38,3.99,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491A80>,False,False
TRZ03222,Cc1nnc(C2CC=C(c3ncccc3F)CC2)nc1C,284.34,3.37,51.56,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491AF0>,False,False
TRZ03224,Cc1nnc(C2CCC(c3noc4ccc(F)cc34)CC2)nc1C,326.38,4.21,64.7,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491B60>,False,False
TRZ03225,Cc1nnc(C2CCC(c3noc4cc(F)ccc34)CC2)nc1C,326.38,4.21,64.7,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491BD0>,False,False
TRZ03226,Cc1nnc(C2CCC(c3cccnc3F)CC2)nc1C,286.35,3.46,51.56,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491C40>,False,False
TRZ03227,Cc1nnc(C2CCC(c3cccc(F)n3)CC2)nc1C,286.35,3.46,51.56,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491CB0>,False,False
TRZ03228,Cc1nnc(C2CCC(c3ccc(F)cn3)CC2)nc1C,286.35,3.46,51.56,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491D20>,False,False
TRZ03229,Cc1nnc(C2CCC(c3ncccc3F)CC2)nc1C,286.35,3.46,51.56,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491D90>,False,False
TRZ03230,Cc1nnc(C2CCC(c3ncc(F)cc3F)CC2)nc1C,304.34,3.6,51.56,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491E00>,False,False
TRZ03231,Cc1nnc(C2CCC(c3noc(C)c3F)CC2)nc1C,290.34,3.37,64.7,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491E70>,False,False
TRZ03232,Cc1nnc(-c2cc(C#N)ccc2F)nc1C,228.23,2.17,62.46,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491EE0>,False,False
TRZ03233,Cc1nnc(-c2ccc([C@H]3OC(C)(C)N(C(=O)OC(C)(C)C)[C@@H]3CF)cc2)nc1C,416.5,4.54,77.44,0,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491F50>,False,False
TRZ03234,Cc1nnc(-c2ccc3c(c2)C[C@@H]2CC[C@H](C3)[C@]23CN(CC(F)(F)F)S(=O)(=O)N3)nc1C,467.52,2.73,88.08,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27491FC0>,False,False
TRZ03236,Cc1nnc(-c2cc(Cl)ccc2OCC(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)nc1C,482.94,4.45,85.28,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492030>,False,False
TRZ03238,Cc1nnc(-c2cc3c(ncn3C)c(F)c2Nc2ccc(I)cc2F)nc1C,492.27,4.67,68.52,1,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274920A0>,False,False
TRZ03239,Cc1cc(I)ccc1Nc1c(-c2nnc(C)c(C)n2)cc2c(ncn2C)c1F,488.31,4.84,68.52,1,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492110>,False,False
TRZ03241,CCC(CC)C(=O)Nc1ccc(N2CCN(C(c3ccccc3)c3nnc(C)c(C)n3)CC2)c(F)c1,490.63,4.91,74.25,1,6,8,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492180>,False,False
TRZ03242,Cc1nnc(-c2ccc(OCCCN(C)C)c(F)c2)nc1C,304.37,2.63,51.14,0,5,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274921F0>,False,False
TRZ03244,Cc1cc(Cl)ccc1Nc1c(-c2nnc(C)c(C)n2)cc2[nH]cnc2c1F,382.83,4.88,79.38,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492260>,False,False
TRZ03245,Cc1nnc(C(F)(F)c2ccc3ncccc3c2)nc1C,286.29,3.18,51.56,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274922D0>,False,False
TRZ03246,Cc1cc(F)ccc1-c1cnc(-c2nnc(C)c(C)n2)cn1,295.32,3.06,64.45,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492340>,False,False
TRZ03250,Cc1nnc(-c2cc(Cl)c(O)cc2C(F)(F)F)nc1C,303.67,3.53,58.9,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274923B0>,False,False
TRZ03251,Cc1nnc(-c2cc(Cl)c(O)cc2F)nc1C,253.66,2.65,58.9,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492420>,False,False
TRZ03252,Cc1nnc(-c2ccc(O)c(F)c2F)nc1C,237.21,2.14,58.9,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492490>,False,False
TRZ03253,Cc1nnc(-c2ccc(O)c(OCC(F)(F)F)c2)nc1C,299.25,2.8,68.13,1,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492500>,False,False
TRZ03254,Cc1nnc(-c2ccc(O)c(Cl)c2F)nc1C,253.66,2.65,58.9,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492570>,False,False
TRZ03255,COc1cc(O)cc(F)c1-c1nnc(C)c(C)n1,249.24,2.01,68.13,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274925E0>,False,False
TRZ03256,Cc1nnc(-c2cc(F)c(O)c(Cl)c2)nc1C,253.66,2.65,58.9,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492650>,False,False
TRZ03257,COc1c(-c2nnc(C)c(C)n2)ccc(O)c1F,249.25,2.01,68.13,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274926C0>,False,False
TRZ03258,COc1cc(O)c(F)cc1-c1nnc(C)c(C)n1,249.25,2.01,68.13,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492730>,False,False
TRZ03259,Cc1nnc(-c2ccc(O)c(OC(F)(F)F)c2)nc1C,285.22,2.76,68.13,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274927A0>,False,False
TRZ03260,Cc1nnc(-c2cc(C(C)C)ccc2F)nc1C,245.3,3.42,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492810>,False,False
TRZ03261,Cc1nnc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1C,334.36,3.09,69.38,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492880>,False,False
TRZ03262,CCCCCOCCOc1ccc(-c2nnc(C)c(C)n2)cc1C(F)(F)F,383.41,4.76,57.13,0,5,9,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274928F0>,False,False
TRZ03266,Cc1nnc(-c2nc(Cc3ccccc3F)n3ccccc23)nc1C,333.37,3.53,55.97,0,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492960>,False,False
TRZ03267,CCOC(=O)C1CCC(Oc2ccc(NC(=O)c3nnc(C)c(C)n3)c(F)c2)CC1,416.45,3.38,103.3,1,7,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274929D0>,False,False
TRZ03268,Cc1nnc(-c2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)nc1C,478.28,4.68,97.73,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27492A40>,False,False
